application_id,application_name,business_unit,application_type,criticality,target_lcp_ms,target_fid_ms,target_inp_ms,target_cls,workflow_names,primary_user_segment,application_description,performance_sla
app_0128,Investment Portal - Platform,Corporate Banking,Web Banking,high,2500,150,200,0.1,"Card Activation,PIX Transfer,Support Request",corporate,Banking application for investment services with focus on accessibility,Target 99.5% availability with page load under 3s for 95% of users
app_0129,Credit Card Portal - Service,Investment,Web Banking,critical,3500,100,400,0.15,"Loan Application,Statement Download,Support Request,Card Activation",retail,Banking application for account management with focus on security,Target 99% availability with page load under 3s for 90% of users
app_0130,Credit Card Portal - Platform,Investment,Investment Portal,critical,2500,200,200,0.15,"Investment Purchase,Profile Update",premium,Banking application for account management with focus on performance,Target 99.9% availability with page load under 5s for 90% of users
app_0131,Investment Portal - Platform,Corporate Banking,Web Banking,medium,4000,150,400,0.1,"Profile Update,Investment Purchase,Loan Application,PIX Transfer",youth,Banking application for account management with focus on security,Target 99.9% availability with page load under 3s for 99% of users
app_0132,Loan Application - Service,Credit & Cards,Investment Portal,high,4000,200,400,0.25,"Account Opening,Support Request,Loan Application,Bill Payment",corporate,Banking application for digital banking with focus on performance,Target 99.5% availability with page load under 5s for 99% of users
app_0133,Web Banking - Service,Investment,Credit Card Portal,critical,2500,200,200,0.2,"Loan Application,Login Flow,PIX Transfer,Bill Payment",premium,Banking application for digital banking with focus on accessibility,Target 99% availability with page load under 4s for 95% of users
app_0134,Credit Card Portal - Service,Credit & Cards,Web Banking,high,4000,200,400,0.2,"Login Flow,Account Opening,Profile Update,Support Request",youth,Banking application for credit operations with focus on user experience,Target 99.5% availability with page load under 4s for 99% of users
app_0135,Web Banking - App,Credit & Cards,Loan Application,critical,4000,100,400,0.2,"Bill Payment,Card Activation",senior,Banking application for account management with focus on security,Target 99.9% availability with page load under 4s for 90% of users
app_0136,Web Banking - Platform,Retail Banking,Mobile Banking,medium,3000,200,200,0.2,"Loan Application,Investment Purchase",corporate,Banking application for account management with focus on user experience,Target 99.5% availability with page load under 4s for 99% of users
app_0137,Credit Card Portal - Service,Retail Banking,Loan Application,low,2500,200,300,0.15,"Card Activation,Statement Download",premium,Banking application for digital banking with focus on accessibility,Target 99.5% availability with page load under 4s for 90% of users
app_0138,Investment Portal - Service,Credit & Cards,Investment Portal,high,2500,200,300,0.2,"Account Opening,Statement Download",premium,Banking application for digital banking with focus on user experience,Target 99% availability with page load under 5s for 90% of users
app_0139,Investment Portal - Portal,Investment,Credit Card Portal,critical,2500,200,400,0.15,"Login Flow,Loan Application,Card Activation,Investment Purchase,Account Opening",senior,Banking application for customer transactions with focus on security,Target 99.5% availability with page load under 4s for 95% of users
app_0140,Loan Application - Portal,Corporate Banking,Credit Card Portal,low,4000,150,200,0.1,"Login Flow,Card Activation,Profile Update,Support Request,Bill Payment",premium,Banking application for account management with focus on performance,Target 99.5% availability with page load under 3s for 99% of users
app_0141,Credit Card Portal - Platform,Credit & Cards,Mobile Banking,medium,3000,150,200,0.2,"Profile Update,Investment Purchase,Support Request",senior,Banking application for customer transactions with focus on performance,Target 99.9% availability with page load under 3s for 99% of users
app_0142,Credit Card Portal - Platform,Corporate Banking,Loan Application,low,4000,100,200,0.25,"Card Activation,Investment Purchase,Login Flow,Statement Download,Loan Application",senior,Banking application for credit operations with focus on user experience,Target 99.5% availability with page load under 5s for 95% of users
app_0143,Loan Application - Portal,Retail Banking,Web Banking,medium,2500,200,400,0.15,"PIX Transfer,Statement Download,Loan Application,Login Flow",retail,Banking application for digital banking with focus on performance,Target 99% availability with page load under 5s for 95% of users
app_0144,Mobile Banking - Portal,Digital Channels,Loan Application,medium,4000,200,400,0.2,"Bill Payment,Account Opening,Loan Application",corporate,Banking application for investment services with focus on user experience,Target 99.5% availability with page load under 3s for 99% of users
app_0145,Credit Card Portal - App,Retail Banking,Credit Card Portal,medium,3500,200,300,0.2,"Profile Update,Card Activation,Statement Download,Bill Payment,Login Flow",youth,Banking application for account management with focus on security,Target 99.5% availability with page load under 4s for 95% of users
app_0146,Loan Application - Service,Credit & Cards,Credit Card Portal,medium,4000,200,400,0.2,"PIX Transfer,Card Activation,Login Flow",corporate,Banking application for digital banking with focus on accessibility,Target 99.5% availability with page load under 5s for 90% of users
app_0147,Investment Portal - Service,Investment,Mobile Banking,critical,2500,150,300,0.25,"Bill Payment,Card Activation,Login Flow,Profile Update",premium,Banking application for customer transactions with focus on user experience,Target 99.9% availability with page load under 3s for 95% of users
app_0148,Investment Portal - Service,Retail Banking,Loan Application,medium,3500,200,200,0.15,"Investment Purchase,Login Flow",premium,Banking application for investment services with focus on security,Target 99% availability with page load under 5s for 99% of users
app_0149,Mobile Banking - Platform,Credit & Cards,Investment Portal,medium,4000,200,300,0.15,"Statement Download,Loan Application,Profile Update,Support Request,PIX Transfer",youth,Banking application for credit operations with focus on user experience,Target 99.5% availability with page load under 4s for 90% of users
