query_id,@timestamp,host_id,application_id,query_execution_time_ms,data_scanned_gb,rows_returned,query_type,database_name,user_name,query_text
query-0000272,2025-10-28 21:24:12.390374,host-00087,app-0062,151660,151.39,4376991,CREATE,risk_db,app_service,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000273,2025-10-28 21:39:12.390374,host-00088,app-0093,188579,90.85,6959408,AGGREGATE,reporting_db,data_scientist,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000274,2025-10-28 21:54:12.390374,host-00118,app-0003,87969,193.69,3300206,JOIN,reporting_db,reporting_svc,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000275,2025-10-28 22:09:12.390374,host-00178,app-0029,284142,400.62,4959468,CREATE,customer_db,app_service,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000276,2025-10-28 22:24:12.390374,host-00134,app-0129,47191,404.15,8655227,SELECT,trading_db,etl_user,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000277,2025-10-28 22:39:12.390374,host-00164,app-0085,180181,320.16,3508800,CREATE,trading_db,analyst_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000278,2025-10-28 22:54:12.390374,host-00088,app-0040,95289,313.67,4201393,ALTER,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000279,2025-10-28 23:09:12.390374,host-00064,app-0090,294101,236.32,5149963,AGGREGATE,trading_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000280,2025-10-28 23:24:12.390374,host-00149,app-0077,75538,89.33,7390935,AGGREGATE,risk_db,app_service,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000281,2025-10-28 23:39:12.390374,host-00079,app-0142,126588,192.0,4900148,AGGREGATE,reporting_db,analyst_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000282,2025-10-28 23:54:12.390374,host-00162,app-0042,180228,498.88,4200424,AGGREGATE,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000283,2025-10-29 00:09:12.390374,host-00012,app-0073,166023,105.85,8688529,ALTER,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000284,2025-10-29 00:24:12.390374,host-00167,app-0056,93721,213.15,6544200,AGGREGATE,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000285,2025-10-29 00:39:12.390374,host-00162,app-0024,116412,320.13,4227149,AGGREGATE,customer_db,analyst_user,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000286,2025-10-29 00:54:12.390374,host-00147,app-0096,238271,160.87,1710951,CREATE,customer_db,data_scientist,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000287,2025-10-29 01:09:12.390374,host-00177,app-0096,149670,114.11,6001209,CREATE,customer_db,etl_user,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000288,2025-10-29 01:24:12.390374,host-00030,app-0079,172820,217.58,8924028,INSERT,analytics_db,analyst_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000289,2025-10-29 01:39:12.390374,host-00138,app-0143,145095,365.6,6113855,AGGREGATE,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000290,2025-10-29 01:54:12.390374,host-00040,app-0118,259905,109.82,512165,CREATE,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000291,2025-10-29 02:09:12.390374,host-00134,app-0116,134331,14.99,1039092,ALTER,trading_db,etl_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000292,2025-10-29 02:24:12.390374,host-00044,app-0123,219514,228.65,5104388,ALTER,customer_db,etl_user,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000293,2025-10-29 02:39:12.390374,host-00094,app-0053,120142,78.9,7261685,AGGREGATE,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000294,2025-10-29 02:54:12.390374,host-00061,app-0034,37279,436.05,8271563,AGGREGATE,customer_db,app_service,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000295,2025-10-29 03:09:12.390374,host-00099,app-0017,180135,120.65,471916,ALTER,reporting_db,data_scientist,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000296,2025-10-29 03:24:12.390374,host-00040,app-0016,48882,48.31,8616289,SELECT,reporting_db,reporting_svc,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000297,2025-10-29 03:39:12.390374,host-00045,app-0110,238513,120.54,6085788,AGGREGATE,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000298,2025-10-29 03:54:12.390374,host-00028,app-0042,214837,259.86,6650487,AGGREGATE,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000299,2025-10-29 04:09:12.390374,host-00011,app-0057,45440,1.65,5185974,JOIN,customer_db,etl_user,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000300,2025-10-29 04:24:12.390374,host-00017,app-0113,219932,300.14,3907536,AGGREGATE,analytics_db,analyst_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000301,2025-10-29 04:39:12.390374,host-00042,app-0007,24469,393.08,9757871,ALTER,analytics_db,app_service,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000302,2025-10-29 04:54:12.390374,host-00008,app-0025,294916,255.96,1786406,JOIN,risk_db,data_scientist,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000303,2025-10-29 05:09:12.390374,host-00009,app-0149,41883,112.96,6763197,CREATE,reporting_db,analyst_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000304,2025-10-29 05:24:12.390374,host-00019,app-0116,123116,33.37,4688521,AGGREGATE,trading_db,etl_user,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000305,2025-10-29 05:39:12.390374,host-00117,app-0021,90971,361.94,1185126,JOIN,customer_db,data_scientist,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000306,2025-10-29 05:54:12.390374,host-00014,app-0063,8977,360.72,552254,ALTER,reporting_db,app_service,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000307,2025-10-29 06:09:12.390374,host-00166,app-0131,273576,357.44,157589,CREATE,analytics_db,reporting_svc,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000308,2025-10-29 06:24:12.390374,host-00113,app-0124,273691,337.91,2329077,INSERT,reporting_db,data_scientist,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000309,2025-10-29 06:39:12.390374,host-00200,app-0054,120242,338.12,1383545,SELECT,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000310,2025-10-29 06:54:12.390374,host-00056,app-0139,153282,113.92,672855,INSERT,reporting_db,etl_user,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000311,2025-10-29 07:09:12.390374,host-00012,app-0035,17450,465.88,9612197,SELECT,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000312,2025-10-29 07:24:12.390374,host-00146,app-0126,216190,217.36,9256128,CREATE,risk_db,etl_user,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000313,2025-10-29 07:39:12.390374,host-00032,app-0134,135016,138.85,3814197,CREATE,analytics_db,data_scientist,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000314,2025-10-29 07:54:12.390374,host-00150,app-0117,15107,350.5,8571820,AGGREGATE,trading_db,data_scientist,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000315,2025-10-29 08:09:12.390374,host-00035,app-0012,181336,199.98,1484476,CREATE,analytics_db,data_scientist,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000316,2025-10-29 08:24:12.390374,host-00027,app-0105,246716,480.64,6208582,INSERT,customer_db,etl_user,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000317,2025-10-29 08:39:12.390374,host-00037,app-0022,91798,195.49,4194885,SELECT,customer_db,data_scientist,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000318,2025-10-29 08:54:12.390374,host-00036,app-0067,112454,491.46,8569901,SELECT,reporting_db,reporting_svc,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000319,2025-10-29 09:09:12.390374,host-00058,app-0019,150646,290.3,4963778,JOIN,trading_db,data_scientist,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000320,2025-10-29 09:24:12.390374,host-00048,app-0020,252089,40.45,1454944,SELECT,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000321,2025-10-29 09:39:12.390374,host-00068,app-0038,4547,301.39,5651393,INSERT,risk_db,app_service,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000322,2025-10-29 09:54:12.390374,host-00103,app-0014,35526,45.16,8497267,CREATE,analytics_db,data_scientist,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000323,2025-10-29 10:09:12.390374,host-00144,app-0078,277947,119.94,9764216,INSERT,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000324,2025-10-29 10:24:12.390374,host-00034,app-0123,164047,450.22,3992613,SELECT,customer_db,analyst_user,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000325,2025-10-29 10:39:12.390374,host-00001,app-0038,51759,481.76,7233800,ALTER,customer_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000326,2025-10-29 10:54:12.390374,host-00054,app-0012,210267,391.41,3808380,INSERT,trading_db,analyst_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000327,2025-10-29 11:09:12.390374,host-00142,app-0150,60647,443.11,2634972,SELECT,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000328,2025-10-29 11:24:12.390374,host-00161,app-0108,52912,499.38,4787435,ALTER,analytics_db,data_scientist,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000329,2025-10-29 11:39:12.390374,host-00119,app-0035,245778,335.19,9879338,SELECT,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000330,2025-10-29 11:54:12.390374,host-00149,app-0062,296274,370.54,1085353,INSERT,reporting_db,analyst_user,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000331,2025-10-29 12:09:12.390374,host-00020,app-0075,240467,245.29,6644912,ALTER,risk_db,etl_user,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000332,2025-10-29 12:24:12.390374,host-00113,app-0121,8968,257.87,7917702,JOIN,customer_db,reporting_svc,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000333,2025-10-29 12:39:12.390374,host-00196,app-0118,203219,246.01,9928979,JOIN,analytics_db,analyst_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000334,2025-10-29 12:54:12.390374,host-00022,app-0005,12473,388.64,7007509,JOIN,analytics_db,reporting_svc,SELECT * FROM analytics_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000335,2025-10-29 13:09:12.390374,host-00197,app-0092,299312,87.93,8287629,JOIN,trading_db,app_service,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000336,2025-10-29 13:24:12.390374,host-00064,app-0136,131979,460.95,7759561,INSERT,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000337,2025-10-29 13:39:12.390374,host-00056,app-0149,49045,2.98,8362158,ALTER,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000338,2025-10-29 13:54:12.390374,host-00153,app-0015,292776,84.67,20627,CREATE,risk_db,app_service,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000339,2025-10-29 14:09:12.390374,host-00125,app-0107,45564,170.04,7121510,SELECT,customer_db,etl_user,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000340,2025-10-29 14:24:12.390374,host-00192,app-0051,141380,449.18,3172205,JOIN,risk_db,etl_user,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000341,2025-10-29 14:39:12.390374,host-00063,app-0094,205617,232.76,377620,AGGREGATE,analytics_db,app_service,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000342,2025-10-29 14:54:12.390374,host-00101,app-0104,92610,273.54,7685241,INSERT,customer_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000343,2025-10-29 15:09:12.390374,host-00145,app-0055,213942,34.95,8114719,CREATE,risk_db,etl_user,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
query-0000344,2025-10-29 15:24:12.390374,host-00042,app-0015,110326,431.36,9157422,AGGREGATE,analytics_db,analyst_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000345,2025-10-29 15:39:12.390374,host-00197,app-0139,280183,20.92,1616724,ALTER,customer_db,data_scientist,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000346,2025-10-29 15:54:12.390374,host-00129,app-0068,128051,346.26,3336995,INSERT,trading_db,analyst_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000347,2025-10-29 16:09:12.390374,host-00189,app-0054,44618,348.49,9896710,ALTER,reporting_db,etl_user,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000348,2025-10-29 16:24:12.390374,host-00131,app-0055,162205,171.34,5904989,JOIN,risk_db,data_scientist,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000349,2025-10-29 16:39:12.390374,host-00037,app-0106,299095,127.98,4550867,INSERT,reporting_db,analyst_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000350,2025-10-29 16:54:12.390374,host-00190,app-0066,170495,11.14,7960165,AGGREGATE,reporting_db,app_service,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000351,2025-10-29 17:09:12.390374,host-00174,app-0064,299119,489.43,221761,SELECT,reporting_db,app_service,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000352,2025-10-29 17:24:12.390374,host-00056,app-0018,179127,299.54,7814633,SELECT,customer_db,reporting_svc,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000353,2025-10-29 17:39:12.390374,host-00200,app-0081,164639,67.21,5912553,AGGREGATE,reporting_db,etl_user,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000354,2025-10-29 17:54:12.390374,host-00066,app-0062,228188,216.35,3178849,SELECT,reporting_db,data_scientist,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000355,2025-10-29 18:09:12.390374,host-00195,app-0037,14893,249.98,687054,JOIN,customer_db,reporting_svc,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000356,2025-10-29 18:24:12.390374,host-00100,app-0079,122039,432.08,3118667,JOIN,customer_db,etl_user,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000357,2025-10-29 18:39:12.390374,host-00022,app-0117,268385,125.47,640181,SELECT,analytics_db,etl_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000358,2025-10-29 18:54:12.390374,host-00029,app-0085,53223,222.22,1342933,CREATE,analytics_db,etl_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000359,2025-10-29 19:09:12.390374,host-00121,app-0021,45314,374.37,1093423,INSERT,analytics_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000360,2025-10-29 19:24:12.390374,host-00012,app-0076,23192,497.65,8660932,ALTER,customer_db,analyst_user,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000361,2025-10-29 19:39:12.390374,host-00155,app-0108,39535,328.68,8941590,JOIN,trading_db,app_service,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000362,2025-10-29 19:54:12.390374,host-00195,app-0132,293152,185.74,6678733,ALTER,trading_db,analyst_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000363,2025-10-29 20:09:12.390374,host-00190,app-0073,92981,307.03,922282,CREATE,reporting_db,data_scientist,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000364,2025-10-29 20:24:12.390374,host-00111,app-0070,252156,214.83,1149446,JOIN,customer_db,app_service,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000365,2025-10-29 20:39:12.390374,host-00046,app-0040,52210,349.0,237495,AGGREGATE,risk_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000366,2025-10-29 20:54:12.390374,host-00013,app-0097,180346,284.9,8131245,INSERT,risk_db,app_service,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000367,2025-10-29 21:09:12.390374,host-00078,app-0024,273244,148.22,8564133,SELECT,analytics_db,etl_user,"SELECT t1.*, t2.risk_score FROM analytics_db.trades t1 JOIN analytics_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000368,2025-10-29 21:24:12.390374,host-00053,app-0032,155416,220.65,4257879,INSERT,trading_db,data_scientist,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000369,2025-10-29 21:39:12.390374,host-00182,app-0025,256532,343.94,7754420,SELECT,risk_db,data_scientist,SELECT * FROM risk_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000370,2025-10-29 21:54:12.390374,host-00118,app-0088,135884,261.18,3571666,JOIN,customer_db,app_service,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000371,2025-10-29 22:09:12.390374,host-00036,app-0023,257681,383.34,6386522,ALTER,reporting_db,etl_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000372,2025-10-29 22:24:12.390374,host-00087,app-0088,240091,118.68,5604958,INSERT,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000373,2025-10-29 22:39:12.390374,host-00125,app-0119,166598,306.9,9248655,SELECT,trading_db,data_scientist,SELECT * FROM trading_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000374,2025-10-29 22:54:12.390374,host-00058,app-0063,285773,293.97,3380663,AGGREGATE,customer_db,data_scientist,"INSERT INTO customer_db.daily_summary SELECT account_id, SUM(amount) FROM customer_db.transactions GROUP BY account_id"
query-0000375,2025-10-29 23:09:12.390374,host-00193,app-0133,129379,159.03,8744502,ALTER,risk_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000376,2025-10-29 23:24:12.390374,host-00004,app-0076,86500,87.22,7801405,AGGREGATE,reporting_db,app_service,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000377,2025-10-29 23:39:12.390374,host-00155,app-0130,239753,232.13,9799064,SELECT,analytics_db,etl_user,"INSERT INTO analytics_db.daily_summary SELECT account_id, SUM(amount) FROM analytics_db.transactions GROUP BY account_id"
query-0000378,2025-10-29 23:54:12.390374,host-00104,app-0084,168290,39.3,1347372,INSERT,risk_db,etl_user,"INSERT INTO risk_db.daily_summary SELECT account_id, SUM(amount) FROM risk_db.transactions GROUP BY account_id"
query-0000379,2025-10-30 00:09:12.390374,host-00137,app-0047,84611,300.05,1896907,SELECT,customer_db,data_scientist,SELECT * FROM customer_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000380,2025-10-30 00:24:12.390374,host-00031,app-0037,209532,323.73,6213262,AGGREGATE,reporting_db,app_service,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000381,2025-10-30 00:39:12.390374,host-00021,app-0055,166812,378.43,336295,CREATE,trading_db,reporting_svc,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000382,2025-10-30 00:54:12.390374,host-00166,app-0107,259909,328.98,3169664,JOIN,trading_db,etl_user,"INSERT INTO trading_db.daily_summary SELECT account_id, SUM(amount) FROM trading_db.transactions GROUP BY account_id"
query-0000383,2025-10-30 01:09:12.390374,host-00039,app-0149,43028,135.09,855347,CREATE,trading_db,etl_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000384,2025-10-30 01:24:12.390374,host-00132,app-0089,116732,125.89,1575568,SELECT,risk_db,app_service,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000385,2025-10-30 01:39:12.390374,host-00056,app-0085,8670,488.22,1290431,AGGREGATE,analytics_db,analyst_user,CREATE TABLE analytics_db.temp_results AS SELECT * FROM analytics_db.source_table WHERE status = 'active'
query-0000386,2025-10-30 01:54:12.390374,host-00097,app-0127,201980,271.35,3173961,CREATE,reporting_db,reporting_svc,SELECT * FROM reporting_db.transactions WHERE trade_date > '2024-01-01' AND amount > 1000000
query-0000387,2025-10-30 02:09:12.390374,host-00008,app-0077,147025,133.7,7965682,AGGREGATE,reporting_db,analyst_user,"INSERT INTO reporting_db.daily_summary SELECT account_id, SUM(amount) FROM reporting_db.transactions GROUP BY account_id"
query-0000388,2025-10-30 02:24:12.390374,host-00101,app-0008,51337,353.22,1236360,CREATE,reporting_db,reporting_svc,CREATE TABLE reporting_db.temp_results AS SELECT * FROM reporting_db.source_table WHERE status = 'active'
query-0000389,2025-10-30 02:39:12.390374,host-00194,app-0062,95455,105.27,4717869,CREATE,risk_db,data_scientist,"SELECT t1.*, t2.risk_score FROM risk_db.trades t1 JOIN risk_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000390,2025-10-30 02:54:12.390374,host-00103,app-0020,193729,111.13,8594878,AGGREGATE,customer_db,app_service,CREATE TABLE customer_db.temp_results AS SELECT * FROM customer_db.source_table WHERE status = 'active'
query-0000391,2025-10-30 03:09:12.390374,host-00199,app-0024,257620,118.73,2164711,AGGREGATE,trading_db,etl_user,CREATE TABLE trading_db.temp_results AS SELECT * FROM trading_db.source_table WHERE status = 'active'
query-0000392,2025-10-30 03:24:12.390374,host-00064,app-0114,158464,66.49,7485676,INSERT,customer_db,reporting_svc,"SELECT t1.*, t2.risk_score FROM customer_db.trades t1 JOIN customer_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000393,2025-10-30 03:39:12.390374,host-00023,app-0072,94606,233.35,2602889,CREATE,trading_db,app_service,"SELECT t1.*, t2.risk_score FROM trading_db.trades t1 JOIN trading_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000394,2025-10-30 03:54:12.390374,host-00122,app-0130,141253,297.92,6926150,AGGREGATE,reporting_db,analyst_user,"SELECT t1.*, t2.risk_score FROM reporting_db.trades t1 JOIN reporting_db.risk_metrics t2 ON t1.trade_id = t2.trade_id"
query-0000395,2025-10-30 04:09:12.390374,host-00098,app-0028,112858,98.59,6878257,CREATE,risk_db,reporting_svc,CREATE TABLE risk_db.temp_results AS SELECT * FROM risk_db.source_table WHERE status = 'active'
