@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-10-01 13:03:01.404250,INC-00000184,CELL-000125,ENB-00144,Critical,Transport Issue,92,38.8049727840383,168.81155752263982,Configuration Error,Threshold Alert,NOC-AT,Nokia,Southwest,True,"NOC-AT performed equipment reset, root cause Configuration Error mitigated, service normalized","Transport Issue incident (Critical) affecting Southwest region, Configuration Error identified, resolved"
2025-10-01 13:48:01.404250,INC-00000185,CELL-000037,ENB-00074,Medium,Cell Outage,685,16.011433855444366,110.45830200743994,Environmental,NOC Monitoring,NOC-MW,Samsung,Midwest,True,"Vendor support engaged, alarm clearance implemented, Environmental resolved permanently","Samsung equipment Cell Outage on CELL-000037, 685 users affected, resolved via configuration rollback"
2025-10-01 14:33:01.404250,INC-00000186,CELL-000137,ENB-00045,Medium,Handover Failure,569,2.152537898432409,60.40660724326986,Environmental,Threshold Alert,NOC-NW,Nokia,Southeast,True,"Remote capacity upgrade performed by NOC-NW, cell service restored after 60 minutes","Handover Failure on cell CELL-000137 affecting 569 subscribers, Medium severity, detected via Threshold Alert"
2025-10-01 15:18:01.404250,INC-00000187,CELL-000133,ENB-00044,Medium,Software Bug,897,27.27073561215225,177.19569144672573,Unknown,Automated Health Check,NOC-C,Nokia,Midwest,False,"Incident investigation in progress, resolution pending","Medium incident: Software Bug in Midwest, root cause Unknown, MTTD 27.3min MTTR 177.2min"
2025-10-01 16:03:01.404250,INC-00000188,CELL-000116,ENB-00027,Medium,Transport Issue,1189,29.272432734082596,81.7553222133198,Vendor Issue,ML Anomaly Detection,NOC-MT,Samsung,Mid-Atlantic,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000116 experiencing Transport Issue, 1189 subscribers impacted, ML Anomaly Detection detection method"
2025-10-01 16:48:01.404250,INC-00000189,CELL-000010,ENB-00102,Low,Handover Failure,395,27.869776532555477,47.68363106850496,Environmental,ML Anomaly Detection,NOC-SE,Nokia,Northeast,True,"NOC-SE performed traffic rerouting, root cause Environmental mitigated, service normalized","Handover Failure incident (Low) affecting Northeast region, Environmental identified, resolved"
2025-10-01 17:33:01.404250,INC-00000190,CELL-000077,ENB-00031,Critical,Configuration Error,1090,14.142373267551196,230.97860803055454,Transport Issue,NOC Monitoring,NOC-NE,Samsung,Northeast,True,"Vendor support engaged, traffic rerouting implemented, Transport Issue resolved permanently","Samsung equipment Configuration Error on CELL-000077, 1090 users affected, resolved via configuration rollback"
2025-10-01 18:18:01.404250,INC-00000191,CELL-000065,ENB-00051,Low,Configuration Error,803,10.71967180104431,212.73908590510905,Hardware Failure,Threshold Alert,NOC-NE,Nokia,Southwest,True,"Remote configuration rollback performed by NOC-NE, cell service restored after 213 minutes","Configuration Error on cell CELL-000065 affecting 803 subscribers, Low severity, detected via Threshold Alert"
2025-10-01 19:03:01.404250,INC-00000192,CELL-000146,ENB-00071,Medium,Degraded Performance,1319,17.123368284147507,122.32828834619474,Configuration Error,Vendor Alarm,NOC-NE,Nokia,Gulf,False,"Incident investigation in progress, resolution pending","Medium incident: Degraded Performance in Gulf, root cause Configuration Error, MTTD 17.1min MTTR 122.3min"
2025-10-01 19:48:01.404250,INC-00000193,CELL-000031,ENB-00014,High,Equipment Alarm,297,38.49292664012433,35.55605457221054,Power Failure,ML Anomaly Detection,NOC-MA,Ericsson,Northwest,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000031 experiencing Equipment Alarm, 297 subscribers impacted, ML Anomaly Detection detection method"
2025-10-01 20:33:01.404250,INC-00000194,CELL-000137,ENB-00034,Medium,Equipment Alarm,361,36.22060884818587,72.60166041321042,Hardware Failure,Subscriber Complaint,NOC-SW,Nokia,Pacific,True,"NOC-SW performed traffic rerouting, root cause Hardware Failure mitigated, service normalized","Equipment Alarm incident (Medium) affecting Pacific region, Hardware Failure identified, resolved"
2025-10-01 21:18:01.404250,INC-00000195,CELL-000103,ENB-00074,Low,Degraded Performance,704,15.658383871345572,224.36068337117007,Unknown,ML Anomaly Detection,NOC-GU,Samsung,Atlantic,True,"Vendor support engaged, equipment reset implemented, Unknown resolved permanently","Samsung equipment Degraded Performance on CELL-000103, 704 users affected, resolved via equipment reset"
2025-10-01 22:03:01.404250,INC-00000196,CELL-000059,ENB-00110,Medium,Degraded Performance,1307,2.8597504872895354,106.51829425478851,Capacity Limit,Automated Health Check,NOC-AT,Nokia,Mountain,True,"Remote hardware replacement performed by NOC-AT, cell service restored after 107 minutes","Degraded Performance on cell CELL-000059 affecting 1307 subscribers, Medium severity, detected via Automated Health Check"
2025-10-01 22:48:01.404250,INC-00000197,CELL-000064,ENB-00130,Medium,Handover Failure,573,12.76950463177396,128.74385513581043,Vendor Issue,Vendor Alarm,NOC-PA,Ericsson,Southwest,True,"On-site technician dispatched, configuration rollback completed, Vendor Issue addressed","Medium incident: Handover Failure in Southwest, root cause Vendor Issue, MTTD 12.8min MTTR 128.7min"
2025-10-01 23:33:01.404250,INC-00000198,CELL-000056,ENB-00145,Medium,Handover Failure,552,41.47301971255826,160.5665687374607,Software Bug,Threshold Alert,NOC-MT,Ericsson,Midwest,False,"Incident investigation in progress, resolution pending","Cell site CELL-000056 experiencing Handover Failure, 552 subscribers impacted, Threshold Alert detection method"
2025-10-02 00:18:01.404250,INC-00000199,CELL-000043,ENB-00093,High,Capacity Congestion,749,10.959973750781101,170.93844297864646,Unknown,Subscriber Complaint,NOC-PA,Ericsson,Pacific,True,"NOC-PA performed parameter optimization, root cause Unknown mitigated, service normalized","Capacity Congestion incident (High) affecting Pacific region, Unknown identified, resolved"
2025-10-02 01:03:01.404250,INC-00000200,CELL-000105,ENB-00031,Low,Cell Outage,1442,30.097374544193713,166.63592535013592,Hardware Failure,ML Anomaly Detection,NOC-MW,Samsung,Mountain,True,"Vendor support engaged, alarm clearance implemented, Hardware Failure resolved permanently","Samsung equipment Cell Outage on CELL-000105, 1442 users affected, resolved via alarm clearance"
2025-10-02 01:48:01.404250,INC-00000201,CELL-000019,ENB-00149,Medium,Transport Issue,124,27.568187450714884,107.85410694503854,Transport Issue,NOC Monitoring,NOC-SC,Nokia,South Central,False,"Incident investigation in progress, resolution pending","Transport Issue on cell CELL-000019 affecting 124 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-02 02:33:01.404250,INC-00000202,CELL-000081,ENB-00044,Medium,Cell Outage,563,16.228440233858827,169.32352941562965,Vendor Issue,NOC Monitoring,NOC-AT,Ericsson,Northeast,True,"On-site technician dispatched, software patch completed, Vendor Issue addressed","Medium incident: Cell Outage in Northeast, root cause Vendor Issue, MTTD 16.2min MTTR 169.3min"
2025-10-02 03:18:01.404250,INC-00000203,CELL-000123,ENB-00100,High,Handover Failure,146,12.007590323987955,221.41948514547627,Environmental,ML Anomaly Detection,NOC-MT,Ericsson,Northwest,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000123 experiencing Handover Failure, 146 subscribers impacted, ML Anomaly Detection detection method"
2025-10-02 04:03:01.404250,INC-00000204,CELL-000061,ENB-00031,High,Transport Issue,397,20.448287939930726,67.87460302280142,Configuration Error,ML Anomaly Detection,NOC-PA,Ericsson,Southeast,True,"NOC-PA performed capacity upgrade, root cause Configuration Error mitigated, service normalized","Transport Issue incident (High) affecting Southeast region, Configuration Error identified, resolved"
2025-10-02 04:48:01.404250,INC-00000205,CELL-000141,ENB-00129,Low,Degraded Performance,915,44.67281275675881,77.10175701543366,Transport Issue,ML Anomaly Detection,NOC-GU,Samsung,Northeast,True,"Vendor support engaged, hardware replacement implemented, Transport Issue resolved permanently","Samsung equipment Degraded Performance on CELL-000141, 915 users affected, resolved via alarm clearance"
2025-10-02 05:33:01.404250,INC-00000206,CELL-000046,ENB-00140,Critical,Handover Failure,1087,1.9804123107752192,140.36560823721732,Capacity Limit,Threshold Alert,NOC-C,Nokia,Gulf,True,"Remote hardware replacement performed by NOC-C, cell service restored after 140 minutes","Handover Failure on cell CELL-000046 affecting 1087 subscribers, Critical severity, detected via Threshold Alert"
2025-10-02 06:18:01.404250,INC-00000207,CELL-000106,ENB-00063,Low,Degraded Performance,966,31.942399564759256,123.8050362249772,Power Failure,ML Anomaly Detection,NOC-GL,Nokia,Southwest,False,"Incident investigation in progress, resolution pending","Low incident: Degraded Performance in Southwest, root cause Power Failure, MTTD 31.9min MTTR 123.8min"
2025-10-02 07:03:01.404250,INC-00000208,CELL-000095,ENB-00028,Medium,Handover Failure,1443,34.17787695149686,185.41868732039615,Vendor Issue,ML Anomaly Detection,NOC-GL,Ericsson,Central,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000095 experiencing Handover Failure, 1443 subscribers impacted, ML Anomaly Detection detection method"
2025-10-02 07:48:01.404250,INC-00000209,CELL-000044,ENB-00148,Medium,Capacity Congestion,868,16.851135940538768,43.16895840429576,Power Failure,Automated Health Check,NOC-SE,Samsung,Atlantic,True,"NOC-SE performed capacity upgrade, root cause Power Failure mitigated, service normalized","Capacity Congestion incident (Medium) affecting Atlantic region, Power Failure identified, resolved"
2025-10-02 08:33:01.404250,INC-00000210,CELL-000114,ENB-00012,Medium,Software Bug,1149,43.13608326065217,160.9967713766945,Capacity Limit,Subscriber Complaint,NOC-C,Samsung,Mid-Atlantic,True,"Vendor support engaged, parameter optimization implemented, Capacity Limit resolved permanently","Samsung equipment Software Bug on CELL-000114, 1149 users affected, resolved via traffic rerouting"
2025-10-02 09:18:01.404250,INC-00000211,CELL-000013,ENB-00004,Low,Degraded Performance,269,16.283697216005184,71.70722151219334,Power Failure,ML Anomaly Detection,NOC-NC,Ericsson,North Central,True,"Remote software patch performed by NOC-NC, cell service restored after 72 minutes","Degraded Performance on cell CELL-000013 affecting 269 subscribers, Low severity, detected via ML Anomaly Detection"
2025-10-02 10:03:01.404250,INC-00000212,CELL-000014,ENB-00100,Low,Cell Outage,806,11.49083709535314,55.752065204488204,Capacity Limit,Subscriber Complaint,NOC-NW,Nokia,Northeast,False,"Incident investigation in progress, resolution pending","Low incident: Cell Outage in Northeast, root cause Capacity Limit, MTTD 11.5min MTTR 55.8min"
2025-10-02 10:48:01.404250,INC-00000213,CELL-000071,ENB-00017,Low,Transport Issue,28,19.64236584336567,83.96989871925211,Unknown,ML Anomaly Detection,NOC-C,Ericsson,West,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000071 experiencing Transport Issue, 28 subscribers impacted, ML Anomaly Detection detection method"
2025-10-02 11:33:01.404250,INC-00000214,CELL-000046,ENB-00122,High,Cell Outage,1117,19.50721095230822,189.81520844850598,Hardware Failure,NOC Monitoring,NOC-C,Nokia,Pacific,True,"NOC-C performed parameter optimization, root cause Hardware Failure mitigated, service normalized","Cell Outage incident (High) affecting Pacific region, Hardware Failure identified, resolved"
2025-10-02 12:18:01.404250,INC-00000215,CELL-000015,ENB-00070,Medium,Software Bug,899,20.35726491809326,39.64755114994825,Configuration Error,NOC Monitoring,NOC-SE,Nokia,Southwest,True,"Vendor support engaged, configuration rollback implemented, Configuration Error resolved permanently","Nokia equipment Software Bug on CELL-000015, 899 users affected, resolved via equipment reset"
2025-10-02 13:03:01.404250,INC-00000216,CELL-000122,ENB-00063,Medium,Software Bug,659,40.04102465173539,136.00000803021715,Unknown,NOC Monitoring,NOC-SC,Samsung,North Central,False,"Incident investigation in progress, resolution pending","Software Bug on cell CELL-000122 affecting 659 subscribers, Medium severity, detected via NOC Monitoring"
2025-10-02 13:48:01.404250,INC-00000217,CELL-000089,ENB-00130,Medium,Degraded Performance,1140,36.75339024179203,35.387814028816,Vendor Issue,ML Anomaly Detection,NOC-NE,Ericsson,West,True,"On-site technician dispatched, parameter optimization completed, Vendor Issue addressed","Medium incident: Degraded Performance in West, root cause Vendor Issue, MTTD 36.8min MTTR 35.4min"
2025-10-02 14:33:01.404250,INC-00000218,CELL-000035,ENB-00130,High,Handover Failure,937,40.12573189871802,204.0129296120803,Power Failure,ML Anomaly Detection,NOC-NW,Ericsson,Gulf,False,"Incident investigation in progress, resolution pending","Cell site CELL-000035 experiencing Handover Failure, 937 subscribers impacted, ML Anomaly Detection detection method"
2025-10-02 15:18:01.404250,INC-00000219,CELL-000029,ENB-00121,Low,Configuration Error,1224,15.729179967704622,20.851310606953334,Unknown,NOC Monitoring,NOC-GU,Samsung,Mid-Atlantic,True,"NOC-GU performed configuration rollback, root cause Unknown mitigated, service normalized","Configuration Error incident (Low) affecting Mid-Atlantic region, Unknown identified, resolved"
2025-10-02 16:03:01.404250,INC-00000220,CELL-000130,ENB-00067,Medium,Equipment Alarm,1074,5.15050073075572,163.4227377590101,Transport Issue,Threshold Alert,NOC-C,Samsung,Pacific,True,"Vendor support engaged, hardware replacement implemented, Transport Issue resolved permanently","Samsung equipment Equipment Alarm on CELL-000130, 1074 users affected, resolved via alarm clearance"
2025-10-02 16:48:01.404250,INC-00000221,CELL-000105,ENB-00150,High,Configuration Error,1260,27.226457218319762,227.1564950743012,Vendor Issue,Subscriber Complaint,NOC-W,Samsung,Midwest,True,"Remote equipment reset performed by NOC-W, cell service restored after 227 minutes","Configuration Error on cell CELL-000105 affecting 1260 subscribers, High severity, detected via Subscriber Complaint"
2025-10-02 17:33:01.404250,INC-00000222,CELL-000080,ENB-00053,Medium,Degraded Performance,710,39.03123406611727,29.093483618103964,Unknown,NOC Monitoring,NOC-NC,Samsung,Southeast,True,"On-site technician dispatched, traffic rerouting completed, Unknown addressed","Medium incident: Degraded Performance in Southeast, root cause Unknown, MTTD 39.0min MTTR 29.1min"
2025-10-02 18:18:01.404250,INC-00000223,CELL-000143,ENB-00093,Medium,Configuration Error,872,18.052111499616363,71.60184761728944,Transport Issue,Threshold Alert,NOC-W,Ericsson,Gulf,False,"Incident investigation in progress, resolution pending","Cell site CELL-000143 experiencing Configuration Error, 872 subscribers impacted, Threshold Alert detection method"
2025-10-02 19:03:01.404250,INC-00000224,CELL-000063,ENB-00113,Medium,Cell Outage,638,16.22986347807652,224.78666768906336,Software Bug,ML Anomaly Detection,NOC-AT,Ericsson,Southeast,True,"NOC-AT performed hardware replacement, root cause Software Bug mitigated, service normalized","Cell Outage incident (Medium) affecting Southeast region, Software Bug identified, resolved"
2025-10-02 19:48:01.404250,INC-00000225,CELL-000061,ENB-00092,High,Software Bug,1125,38.98150921148324,67.33969399669695,Configuration Error,Threshold Alert,NOC-SW,Samsung,North Central,True,"Vendor support engaged, configuration rollback implemented, Configuration Error resolved permanently","Samsung equipment Software Bug on CELL-000061, 1125 users affected, resolved via traffic rerouting"
2025-10-02 20:33:01.404250,INC-00000226,CELL-000019,ENB-00139,Critical,Capacity Congestion,89,3.9501940535626834,57.20492925748039,Configuration Error,ML Anomaly Detection,NOC-SE,Samsung,Southeast,True,"Remote hardware replacement performed by NOC-SE, cell service restored after 57 minutes","Capacity Congestion on cell CELL-000019 affecting 89 subscribers, Critical severity, detected via ML Anomaly Detection"
2025-10-02 21:18:01.404250,INC-00000227,CELL-000053,ENB-00029,Low,Software Bug,1439,28.937546435361835,121.11543527688183,Capacity Limit,NOC Monitoring,NOC-PA,Nokia,Great Lakes,True,"On-site technician dispatched, software patch completed, Capacity Limit addressed","Low incident: Software Bug in Great Lakes, root cause Capacity Limit, MTTD 28.9min MTTR 121.1min"
2025-10-02 22:03:01.404250,INC-00000228,CELL-000038,ENB-00015,Critical,Cell Outage,1249,21.8410588343024,55.89054171028383,Transport Issue,Vendor Alarm,NOC-SW,Ericsson,Northeast,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000038 experiencing Cell Outage, 1249 subscribers impacted, Vendor Alarm detection method"
2025-10-02 22:48:01.404250,INC-00000229,CELL-000073,ENB-00117,Medium,Cell Outage,360,11.305270763989583,119.23853549910379,Configuration Error,NOC Monitoring,NOC-MW,Nokia,South Central,False,"Incident investigation in progress, resolution pending","Cell Outage incident (Medium) affecting South Central region, Configuration Error identified, ongoing"
2025-10-02 23:33:01.404250,INC-00000230,CELL-000148,ENB-00119,High,Configuration Error,457,39.42409048985257,216.78369706335806,Capacity Limit,NOC Monitoring,NOC-C,Ericsson,Midwest,True,"Vendor support engaged, alarm clearance implemented, Capacity Limit resolved permanently","Ericsson equipment Configuration Error on CELL-000148, 457 users affected, resolved via capacity upgrade"
2025-10-03 00:18:01.404250,INC-00000231,CELL-000097,ENB-00046,Low,Degraded Performance,1198,22.788943580229862,89.31032049818529,Capacity Limit,Threshold Alert,NOC-SW,Nokia,Midwest,False,"Incident investigation in progress, resolution pending","Degraded Performance on cell CELL-000097 affecting 1198 subscribers, Low severity, detected via Threshold Alert"
2025-10-03 01:03:01.404250,INC-00000232,CELL-000098,ENB-00110,Medium,Software Bug,57,44.94483271660057,212.0236519264704,Unknown,NOC Monitoring,NOC-PA,Nokia,Central,True,"On-site technician dispatched, software patch completed, Unknown addressed","Medium incident: Software Bug in Central, root cause Unknown, MTTD 44.9min MTTR 212.0min"
2025-10-03 01:48:01.404250,INC-00000233,CELL-000053,ENB-00122,Medium,Equipment Alarm,328,22.446727546493044,158.9164484936481,Environmental,Threshold Alert,NOC-NE,Nokia,Mid-Atlantic,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000053 experiencing Equipment Alarm, 328 subscribers impacted, Threshold Alert detection method"
2025-10-03 02:33:01.404250,INC-00000234,CELL-000088,ENB-00016,High,Transport Issue,455,25.64715506153757,16.967762292649745,Software Bug,ML Anomaly Detection,NOC-SC,Nokia,Great Lakes,True,"NOC-SC performed hardware replacement, root cause Software Bug mitigated, service normalized","Transport Issue incident (High) affecting Great Lakes region, Software Bug identified, resolved"
2025-10-03 03:18:01.404250,INC-00000235,CELL-000150,ENB-00100,Medium,Cell Outage,1286,31.664115596632392,55.898249262932886,Configuration Error,ML Anomaly Detection,NOC-PA,Samsung,Southwest,True,"Vendor support engaged, capacity upgrade implemented, Configuration Error resolved permanently","Samsung equipment Cell Outage on CELL-000150, 1286 users affected, resolved via equipment reset"
2025-10-03 04:03:01.404250,INC-00000236,CELL-000104,ENB-00069,High,Handover Failure,589,30.943917937052145,207.2481380161497,Environmental,Threshold Alert,NOC-MW,Nokia,Pacific,True,"Remote configuration rollback performed by NOC-MW, cell service restored after 207 minutes","Handover Failure on cell CELL-000104 affecting 589 subscribers, High severity, detected via Threshold Alert"
2025-10-03 04:48:01.404250,INC-00000237,CELL-000032,ENB-00041,High,Transport Issue,153,41.49603647560627,130.47460759690205,Hardware Failure,NOC Monitoring,NOC-SC,Samsung,Central,True,"On-site technician dispatched, parameter optimization completed, Hardware Failure addressed","High incident: Transport Issue in Central, root cause Hardware Failure, MTTD 41.5min MTTR 130.5min"
2025-10-03 05:33:01.404250,INC-00000238,CELL-000076,ENB-00149,Medium,Equipment Alarm,1243,43.18951527792655,28.77995937575363,Environmental,Subscriber Complaint,NOC-W,Ericsson,Atlantic,False,"Incident investigation in progress, resolution pending","Cell site CELL-000076 experiencing Equipment Alarm, 1243 subscribers impacted, Subscriber Complaint detection method"
2025-10-03 06:18:01.404250,INC-00000239,CELL-000010,ENB-00009,Medium,Capacity Congestion,890,44.20740599649433,27.23954714528081,Hardware Failure,ML Anomaly Detection,NOC-GL,Samsung,Northeast,True,"NOC-GL performed parameter optimization, root cause Hardware Failure mitigated, service normalized","Capacity Congestion incident (Medium) affecting Northeast region, Hardware Failure identified, resolved"
2025-10-03 07:03:01.404250,INC-00000240,CELL-000001,ENB-00021,Medium,Transport Issue,710,18.49179851987919,32.038732438732,Transport Issue,Automated Health Check,NOC-SC,Samsung,West,False,"Incident investigation in progress, resolution pending","Samsung equipment Transport Issue on CELL-000001, 710 users affected, resolved via parameter optimization"
2025-10-03 07:48:01.404250,INC-00000241,CELL-000087,ENB-00028,Critical,Configuration Error,1230,16.458024942828484,216.01501171183386,Configuration Error,NOC Monitoring,NOC-MW,Ericsson,Pacific,True,"Remote traffic rerouting performed by NOC-MW, cell service restored after 216 minutes","Configuration Error on cell CELL-000087 affecting 1230 subscribers, Critical severity, detected via NOC Monitoring"
2025-10-03 08:33:01.404250,INC-00000242,CELL-000024,ENB-00037,High,Capacity Congestion,1097,42.41673310507629,35.62095801518454,Environmental,Automated Health Check,NOC-SE,Nokia,Midwest,True,"On-site technician dispatched, equipment reset completed, Environmental addressed","High incident: Capacity Congestion in Midwest, root cause Environmental, MTTD 42.4min MTTR 35.6min"
2025-10-03 09:18:01.404250,INC-00000243,CELL-000086,ENB-00109,Medium,Capacity Congestion,1321,26.65435276894595,84.76681295391435,Capacity Limit,ML Anomaly Detection,NOC-PA,Nokia,Pacific,True,"Automated recovery procedure executed, parameter optimization applied, monitoring for recurrence","Cell site CELL-000086 experiencing Capacity Congestion, 1321 subscribers impacted, ML Anomaly Detection detection method"
2025-10-03 10:03:01.404250,INC-00000244,CELL-000027,ENB-00139,Medium,Software Bug,123,13.134104659568466,11.256356561673602,Capacity Limit,Threshold Alert,NOC-SC,Samsung,Northwest,True,"NOC-SC performed parameter optimization, root cause Capacity Limit mitigated, service normalized","Software Bug incident (Medium) affecting Northwest region, Capacity Limit identified, resolved"
2025-10-03 10:48:01.404250,INC-00000245,CELL-000107,ENB-00135,High,Cell Outage,249,8.734824801103603,69.66446396603006,Unknown,Threshold Alert,NOC-AT,Samsung,Southeast,True,"Vendor support engaged, software patch implemented, Unknown resolved permanently","Samsung equipment Cell Outage on CELL-000107, 249 users affected, resolved via software patch"
2025-10-03 11:33:01.404250,INC-00000246,CELL-000129,ENB-00137,High,Software Bug,949,36.66914173435359,93.22222111656416,Software Bug,ML Anomaly Detection,NOC-MT,Samsung,Gulf,True,"Remote hardware replacement performed by NOC-MT, cell service restored after 93 minutes","Software Bug on cell CELL-000129 affecting 949 subscribers, High severity, detected via ML Anomaly Detection"
2025-10-03 12:18:01.404250,INC-00000247,CELL-000020,ENB-00011,Critical,Software Bug,1227,17.514241237932,51.550231402396285,Power Failure,Automated Health Check,NOC-MW,Nokia,Southwest,True,"On-site technician dispatched, capacity upgrade completed, Power Failure addressed","Critical incident: Software Bug in Southwest, root cause Power Failure, MTTD 17.5min MTTR 51.6min"
2025-10-03 13:03:01.404250,INC-00000248,CELL-000111,ENB-00135,High,Capacity Congestion,1384,42.16944277245768,208.8107755698286,Vendor Issue,ML Anomaly Detection,NOC-C,Ericsson,Southeast,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000111 experiencing Capacity Congestion, 1384 subscribers impacted, ML Anomaly Detection detection method"
2025-10-03 13:48:01.404250,INC-00000249,CELL-000051,ENB-00014,Medium,Capacity Congestion,701,1.4556230113536008,161.46944260147032,Hardware Failure,Threshold Alert,NOC-SW,Ericsson,North Central,False,"Incident investigation in progress, resolution pending","Capacity Congestion incident (Medium) affecting North Central region, Hardware Failure identified, ongoing"
2025-10-03 14:33:01.404250,INC-00000250,CELL-000082,ENB-00138,Medium,Handover Failure,551,34.094853528141165,155.81622179362077,Power Failure,ML Anomaly Detection,NOC-NW,Samsung,Great Lakes,True,"Vendor support engaged, capacity upgrade implemented, Power Failure resolved permanently","Samsung equipment Handover Failure on CELL-000082, 551 users affected, resolved via software patch"
2025-10-03 15:18:01.404250,INC-00000251,CELL-000067,ENB-00006,Critical,Capacity Congestion,174,20.630067501960202,110.44726590145702,Transport Issue,NOC Monitoring,NOC-SE,Samsung,Mid-Atlantic,True,"Remote software patch performed by NOC-SE, cell service restored after 110 minutes","Capacity Congestion on cell CELL-000067 affecting 174 subscribers, Critical severity, detected via NOC Monitoring"
2025-10-03 16:03:01.404250,INC-00000252,CELL-000008,ENB-00150,Low,Configuration Error,740,27.062986081781673,167.3150037253421,Configuration Error,Threshold Alert,NOC-MA,Ericsson,Atlantic,True,"On-site technician dispatched, parameter optimization completed, Configuration Error addressed","Low incident: Configuration Error in Atlantic, root cause Configuration Error, MTTD 27.1min MTTR 167.3min"
2025-10-03 16:48:01.404250,INC-00000253,CELL-000059,ENB-00052,Critical,Handover Failure,1328,24.60528226975176,193.12072069213863,Environmental,ML Anomaly Detection,NOC-C,Samsung,Northwest,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000059 experiencing Handover Failure, 1328 subscribers impacted, ML Anomaly Detection detection method"
2025-10-03 17:33:01.404250,INC-00000254,CELL-000121,ENB-00024,Medium,Capacity Congestion,1298,41.44333187378843,194.18492590303595,Capacity Limit,ML Anomaly Detection,NOC-MT,Ericsson,Midwest,True,"NOC-MT performed hardware replacement, root cause Capacity Limit mitigated, service normalized","Capacity Congestion incident (Medium) affecting Midwest region, Capacity Limit identified, resolved"
2025-10-03 18:18:01.404250,INC-00000255,CELL-000037,ENB-00081,Low,Cell Outage,1438,23.132537739836575,57.186248325738276,Environmental,Threshold Alert,NOC-GU,Nokia,North Central,True,"Vendor support engaged, parameter optimization implemented, Environmental resolved permanently","Nokia equipment Cell Outage on CELL-000037, 1438 users affected, resolved via hardware replacement"
2025-10-03 19:03:01.404250,INC-00000256,CELL-000016,ENB-00064,Medium,Capacity Congestion,406,22.588238156512876,75.81428170540515,Software Bug,Automated Health Check,NOC-C,Ericsson,Pacific,True,"Remote alarm clearance performed by NOC-C, cell service restored after 76 minutes","Capacity Congestion on cell CELL-000016 affecting 406 subscribers, Medium severity, detected via Automated Health Check"
2025-10-03 19:48:01.404250,INC-00000257,CELL-000103,ENB-00016,High,Degraded Performance,491,34.809637433451904,160.25918278972117,Power Failure,Subscriber Complaint,NOC-NE,Nokia,Great Lakes,True,"On-site technician dispatched, alarm clearance completed, Power Failure addressed","High incident: Degraded Performance in Great Lakes, root cause Power Failure, MTTD 34.8min MTTR 160.3min"
2025-10-03 20:33:01.404250,INC-00000258,CELL-000025,ENB-00026,Low,Software Bug,446,12.105220682972494,137.5288196279225,Hardware Failure,ML Anomaly Detection,NOC-SW,Ericsson,Pacific,True,"Automated recovery procedure executed, software patch applied, monitoring for recurrence","Cell site CELL-000025 experiencing Software Bug, 446 subscribers impacted, ML Anomaly Detection detection method"
2025-10-03 21:18:01.404250,INC-00000259,CELL-000059,ENB-00018,High,Handover Failure,742,9.121298017770112,92.82003093069783,Hardware Failure,Vendor Alarm,NOC-NE,Ericsson,North Central,True,"NOC-NE performed alarm clearance, root cause Hardware Failure mitigated, service normalized","Handover Failure incident (High) affecting North Central region, Hardware Failure identified, resolved"
2025-10-03 22:03:01.404250,INC-00000260,CELL-000036,ENB-00031,Low,Capacity Congestion,193,7.50889465628238,106.51824010817558,Power Failure,Automated Health Check,NOC-NE,Nokia,Pacific,True,"Vendor support engaged, hardware replacement implemented, Power Failure resolved permanently","Nokia equipment Capacity Congestion on CELL-000036, 193 users affected, resolved via traffic rerouting"
2025-10-03 22:48:01.404250,INC-00000261,CELL-000049,ENB-00048,Low,Configuration Error,367,40.951271882460915,159.30590554217287,Vendor Issue,NOC Monitoring,NOC-SE,Ericsson,Atlantic,True,"Remote parameter optimization performed by NOC-SE, cell service restored after 159 minutes","Configuration Error on cell CELL-000049 affecting 367 subscribers, Low severity, detected via NOC Monitoring"
2025-10-03 23:33:01.404250,INC-00000262,CELL-000141,ENB-00065,Medium,Handover Failure,81,38.440000738910335,107.68305412899998,Software Bug,Automated Health Check,NOC-GL,Samsung,Northwest,True,"On-site technician dispatched, hardware replacement completed, Software Bug addressed","Medium incident: Handover Failure in Northwest, root cause Software Bug, MTTD 38.4min MTTR 107.7min"
