cell_id,enodeb_id,cell_name,site_id,latitude,longitude,region,market,vendor,technology,capacity_tier,max_subscribers,backhaul_type,noc_team,deployment_date,cell_characteristics
CELL-000091,ENB-00091,Metro Beta 91,SITE-00091,32.479626083983625,-95.3913665995558,Great Lakes,Dense Urban,Samsung,5G NR,Tier 3 (Low),1861,Microwave,NOC-GL,2030-09-16 16:03:01.315708,"Samsung 5G NR cell with advanced MIMO configuration, Tier 3 (Low) capacity serving Dense Urban subscribers"
CELL-000092,ENB-00092,Station Alpha 92,SITE-00092,48.748764802718526,-75.39418512043558,South Central,Urban,Samsung,5G NR,Tier 4 (Very High),2856,Millimeter Wave,NOC-C,2030-08-17 16:03:01.315708,"Multi-band 5G NR site with Millimeter Wave backhaul, Tier 4 (Very High) tier deployment in Urban environment"
CELL-000093,ENB-00093,Station Gamma 93,SITE-00093,42.09945052354765,-86.83888657944928,Great Lakes,Rural,Ericsson,5G NR,Tier 3 (Low),3274,Fiber,NOC-NW,2030-07-18 16:03:01.315708,"5G NR macro cell with Tier 3 (Low) capacity tier, optimized for Rural deployment using Ericsson RAN"
CELL-000094,ENB-00094,Station Delta 94,SITE-00094,47.82721002224575,-111.80053197398509,Mountain,Highway,Nokia,5G NR,Tier 4 (Very High),1357,Millimeter Wave,NOC-AT,2030-06-18 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Millimeter Wave transport, serving high-density Highway zone"
CELL-000095,ENB-00095,Station Beta 95,SITE-00095,33.89722851487749,-105.55186858623584,West,Rural,Ericsson,5G NR,Tier 1 (High),3304,Millimeter Wave,NOC-MW,2030-05-19 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Millimeter Wave transport, serving high-density Rural zone"
CELL-000096,ENB-00096,Site Beta 96,SITE-00096,36.453420003516825,-85.64874543644575,Midwest,Rural,Nokia,LTE,Tier 2 (Medium),3634,Fiber,NOC-GL,2030-04-19 16:03:01.315708,"Nokia LTE cell with advanced MIMO configuration, Tier 2 (Medium) capacity serving Rural subscribers"
CELL-000097,ENB-00097,Site Alpha 97,SITE-00097,39.6661075533431,-93.5924447028255,Southeast,Highway,Nokia,5G NR,Tier 4 (Very High),3812,Fiber,NOC-C,2030-03-20 16:03:01.315708,"High-capacity 5G NR cell serving Highway area with Nokia equipment, Fiber backhaul connectivity"
CELL-000098,ENB-00098,Tower Beta 98,SITE-00098,35.571975943301155,-91.94131239663812,Northwest,Highway,Ericsson,5G NR,Tier 2 (Medium),3838,Hybrid,NOC-MW,2030-02-18 16:03:01.315708,"Ericsson 5G NR cell with advanced MIMO configuration, Tier 2 (Medium) capacity serving Highway subscribers"
CELL-000099,ENB-00099,Station Omega 99,SITE-00099,38.123807105401085,-90.837232674862,Mountain,Dense Urban,Nokia,5G NR,Tier 1 (High),2476,Millimeter Wave,NOC-W,2030-01-19 16:03:01.315708,"Multi-band 5G NR site with Millimeter Wave backhaul, Tier 1 (High) tier deployment in Dense Urban environment"
CELL-000100,ENB-00100,Tower Delta 100,SITE-00100,29.729189929816584,-76.54472525522363,Mid-Atlantic,Highway,Ericsson,LTE,Tier 3 (Low),1156,Fiber,NOC-MA,2029-12-20 16:03:01.315708,"Carrier aggregation enabled LTE site with Fiber transport, serving high-density Highway zone"
CELL-000101,ENB-00101,Tower Alpha 101,SITE-00101,46.0462742439919,-121.21158178990562,Pacific,Dense Urban,Nokia,5G NR,Tier 3 (Low),2492,Microwave,NOC-MW,2029-11-20 16:03:01.315708,"5G NR macro cell with Tier 3 (Low) capacity tier, optimized for Dense Urban deployment using Nokia RAN"
CELL-000102,ENB-00102,Site Beta 102,SITE-00102,40.124063907486715,-65.96663666691188,Southwest,Suburban,Ericsson,LTE,Tier 4 (Very High),4174,Microwave,NOC-SE,2029-10-21 16:03:01.315708,"High-capacity LTE cell serving Suburban area with Ericsson equipment, Microwave backhaul connectivity"
CELL-000103,ENB-00103,Tower Alpha 103,SITE-00103,40.63378952432949,-103.15465069844481,Gulf,Dense Urban,Nokia,5G NR,Tier 1 (High),3688,Microwave,NOC-NC,2029-09-21 16:03:01.315708,"5G NR macro cell with Tier 1 (High) capacity tier, optimized for Dense Urban deployment using Nokia RAN"
CELL-000104,ENB-00104,Tower Delta 104,SITE-00104,40.24482934338635,-83.86970796227637,Southeast,Urban,Ericsson,LTE,Tier 2 (Medium),2674,Hybrid,NOC-SE,2029-08-22 16:03:01.315708,"LTE macro cell with Tier 2 (Medium) capacity tier, optimized for Urban deployment using Ericsson RAN"
CELL-000105,ENB-00105,Metro Omega 105,SITE-00105,40.427841777221246,-93.38930098923149,Atlantic,Rural,Samsung,LTE,Tier 1 (High),3321,Hybrid,NOC-MT,2029-07-23 16:03:01.315708,"Multi-band LTE site with Hybrid backhaul, Tier 1 (High) tier deployment in Rural environment"
CELL-000106,ENB-00106,Metro Beta 106,SITE-00106,32.092236052776215,-72.16739381172414,Northwest,Rural,Nokia,5G NR,Tier 1 (High),1724,Fiber,NOC-SC,2029-06-23 16:03:01.315708,"5G NR macro cell with Tier 1 (High) capacity tier, optimized for Rural deployment using Nokia RAN"
CELL-000107,ENB-00107,Tower Beta 107,SITE-00107,47.7753018722561,-109.16230655133954,Mountain,Urban,Ericsson,5G NR,Tier 4 (Very High),1131,Fiber,NOC-NW,2029-05-24 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Fiber transport, serving high-density Urban zone"
CELL-000108,ENB-00108,Tower Beta 108,SITE-00108,31.65715174850679,-97.9143637656716,Pacific,Dense Urban,Samsung,5G NR,Tier 2 (Medium),1889,Fiber,NOC-MA,2029-04-24 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Fiber transport, serving high-density Dense Urban zone"
CELL-000109,ENB-00109,Tower Gamma 109,SITE-00109,43.22152725154066,-81.972616268346,Southeast,Highway,Nokia,LTE-A,Tier 1 (High),1655,Millimeter Wave,NOC-PA,2029-03-25 16:03:01.315708,"Nokia LTE-A cell with advanced MIMO configuration, Tier 1 (High) capacity serving Highway subscribers"
CELL-000110,ENB-00110,Tower Delta 110,SITE-00110,31.238970469418344,-79.63571347729275,Gulf,Urban,Samsung,LTE-A,Tier 4 (Very High),2653,Hybrid,NOC-SW,2029-02-23 16:03:01.315708,"Samsung LTE-A cell with advanced MIMO configuration, Tier 4 (Very High) capacity serving Urban subscribers"
CELL-000111,ENB-00111,Site Alpha 111,SITE-00111,48.35227269443023,-103.5474834493453,Midwest,Suburban,Samsung,LTE,Tier 4 (Very High),3919,Millimeter Wave,NOC-NE,2029-01-24 16:03:01.315708,"LTE macro cell with Tier 4 (Very High) capacity tier, optimized for Suburban deployment using Samsung RAN"
CELL-000112,ENB-00112,Metro Gamma 112,SITE-00112,41.3848301360244,-73.87980576715395,Great Lakes,Highway,Ericsson,5G NR,Tier 4 (Very High),2562,Fiber,NOC-NW,2028-12-25 16:03:01.315708,"5G NR macro cell with Tier 4 (Very High) capacity tier, optimized for Highway deployment using Ericsson RAN"
CELL-000113,ENB-00113,Station Omega 113,SITE-00113,25.265734299508033,-85.41974461887702,South Central,Highway,Nokia,5G NR,Tier 3 (Low),1956,Fiber,NOC-SC,2028-11-25 16:03:01.315708,"Nokia 5G NR cell with advanced MIMO configuration, Tier 3 (Low) capacity serving Highway subscribers"
CELL-000114,ENB-00114,Tower Gamma 114,SITE-00114,35.331035508209176,-68.53227634360033,Mid-Atlantic,Suburban,Samsung,LTE,Tier 3 (Low),3558,Millimeter Wave,NOC-W,2028-10-26 16:03:01.315708,"Samsung LTE cell with advanced MIMO configuration, Tier 3 (Low) capacity serving Suburban subscribers"
CELL-000115,ENB-00115,Site Beta 115,SITE-00115,43.4016155347063,-116.98182417887759,Midwest,Highway,Ericsson,LTE,Tier 1 (High),1758,Fiber,NOC-W,2028-09-26 16:03:01.315708,"High-capacity LTE cell serving Highway area with Ericsson equipment, Fiber backhaul connectivity"
CELL-000116,ENB-00116,Site Omega 116,SITE-00116,36.758256342897255,-109.61807067955591,Great Lakes,Urban,Nokia,5G NR,Tier 2 (Medium),976,Fiber,NOC-SW,2028-08-27 16:03:01.315708,"5G NR macro cell with Tier 2 (Medium) capacity tier, optimized for Urban deployment using Nokia RAN"
CELL-000117,ENB-00117,Metro Beta 117,SITE-00117,29.851082867252536,-80.4125060914007,South Central,Rural,Samsung,5G NR,Tier 2 (Medium),3095,Millimeter Wave,NOC-PA,2028-07-28 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Millimeter Wave transport, serving high-density Rural zone"
CELL-000118,ENB-00118,Station Omega 118,SITE-00118,31.36895220989978,-119.6828561281907,Southeast,Rural,Samsung,5G NR,Tier 3 (Low),2534,Hybrid,NOC-GU,2028-06-28 16:03:01.315708,"Multi-band 5G NR site with Hybrid backhaul, Tier 3 (Low) tier deployment in Rural environment"
CELL-000119,ENB-00119,Station Omega 119,SITE-00119,28.337427395098263,-106.61552144706846,Southeast,Urban,Ericsson,LTE,Tier 3 (Low),4549,Millimeter Wave,NOC-SC,2028-05-29 16:03:01.315708,"Multi-band LTE site with Millimeter Wave backhaul, Tier 3 (Low) tier deployment in Urban environment"
CELL-000120,ENB-00120,Site Alpha 120,SITE-00120,46.55562870372232,-91.70436707371381,Atlantic,Suburban,Samsung,LTE,Tier 3 (Low),4768,Fiber,NOC-GU,2028-04-29 16:03:01.315708,"High-capacity LTE cell serving Suburban area with Samsung equipment, Fiber backhaul connectivity"
CELL-000121,ENB-00121,Station Omega 121,SITE-00121,28.809823808126875,-121.1863886462225,North Central,Urban,Nokia,LTE-A,Tier 4 (Very High),4104,Fiber,NOC-SW,2028-03-30 16:03:01.315708,"Nokia LTE-A cell with advanced MIMO configuration, Tier 4 (Very High) capacity serving Urban subscribers"
CELL-000122,ENB-00122,Site Delta 122,SITE-00122,33.20865566657986,-105.52084774851834,Mountain,Urban,Ericsson,5G NR,Tier 4 (Very High),949,Fiber,NOC-NW,2028-02-29 16:03:01.315708,"Ericsson 5G NR cell with advanced MIMO configuration, Tier 4 (Very High) capacity serving Urban subscribers"
CELL-000123,ENB-00123,Site Beta 123,SITE-00123,33.23621246512828,-86.96769222630583,Mid-Atlantic,Highway,Samsung,5G NR,Tier 2 (Medium),2747,Fiber,NOC-GU,2028-01-30 16:03:01.315708,"High-capacity 5G NR cell serving Highway area with Samsung equipment, Fiber backhaul connectivity"
CELL-000124,ENB-00124,Station Beta 124,SITE-00124,27.750857054343385,-108.25404528625955,Midwest,Suburban,Nokia,LTE,Tier 2 (Medium),1182,Fiber,NOC-AT,2027-12-31 16:03:01.315708,"High-capacity LTE cell serving Suburban area with Nokia equipment, Fiber backhaul connectivity"
CELL-000125,ENB-00125,Metro Delta 125,SITE-00125,28.496222699344184,-115.63312097930884,Atlantic,Dense Urban,Nokia,LTE,Tier 4 (Very High),4232,Fiber,NOC-GU,2027-12-01 16:03:01.315708,"Carrier aggregation enabled LTE site with Fiber transport, serving high-density Dense Urban zone"
CELL-000126,ENB-00126,Station Beta 126,SITE-00126,39.9135879585004,-122.72472367817612,Central,Urban,Ericsson,LTE-A,Tier 1 (High),1721,Fiber,NOC-NC,2027-11-01 16:03:01.315708,"Ericsson LTE-A cell with advanced MIMO configuration, Tier 1 (High) capacity serving Urban subscribers"
CELL-000127,ENB-00127,Station Alpha 127,SITE-00127,26.18684199690939,-105.1736733757917,Mountain,Dense Urban,Ericsson,5G NR,Tier 4 (Very High),2494,Fiber,NOC-PA,2027-10-02 16:03:01.315708,"Multi-band 5G NR site with Fiber backhaul, Tier 4 (Very High) tier deployment in Dense Urban environment"
CELL-000128,ENB-00128,Station Delta 128,SITE-00128,47.159272173566414,-95.27641240547351,West,Dense Urban,Nokia,LTE-A,Tier 3 (Low),4227,Fiber,NOC-MA,2027-09-02 16:03:01.315708,"Multi-band LTE-A site with Fiber backhaul, Tier 3 (Low) tier deployment in Dense Urban environment"
CELL-000129,ENB-00129,Tower Delta 129,SITE-00129,29.394288107239667,-96.89467877586728,North Central,Rural,Nokia,LTE-A,Tier 3 (Low),4058,Fiber,NOC-NW,2027-08-03 16:03:01.315708,"Multi-band LTE-A site with Fiber backhaul, Tier 3 (Low) tier deployment in Rural environment"
CELL-000130,ENB-00130,Site Gamma 130,SITE-00130,27.584364700038,-72.2243877079474,Pacific,Urban,Nokia,LTE,Tier 1 (High),4912,Hybrid,NOC-AT,2027-07-04 16:03:01.315708,"Nokia LTE cell with advanced MIMO configuration, Tier 1 (High) capacity serving Urban subscribers"
CELL-000131,ENB-00131,Metro Alpha 131,SITE-00131,48.48458682265175,-89.45998134622003,Midwest,Dense Urban,Samsung,LTE-A,Tier 3 (Low),4934,Hybrid,NOC-C,2027-06-04 16:03:01.315708,"Carrier aggregation enabled LTE-A site with Hybrid transport, serving high-density Dense Urban zone"
CELL-000132,ENB-00132,Metro Gamma 132,SITE-00132,31.68337661569379,-121.52772887431416,Central,Highway,Samsung,LTE,Tier 1 (High),1007,Fiber,NOC-W,2027-05-05 16:03:01.315708,"Samsung LTE cell with advanced MIMO configuration, Tier 1 (High) capacity serving Highway subscribers"
CELL-000133,ENB-00133,Metro Beta 133,SITE-00133,35.386578199067436,-69.17279760322793,Great Lakes,Suburban,Samsung,LTE,Tier 4 (Very High),2357,Fiber,NOC-MT,2027-04-05 16:03:01.315708,"Samsung LTE cell with advanced MIMO configuration, Tier 4 (Very High) capacity serving Suburban subscribers"
CELL-000134,ENB-00134,Site Delta 134,SITE-00134,26.253274558134464,-121.3892660986645,West,Dense Urban,Ericsson,5G NR,Tier 1 (High),1981,Fiber,NOC-SW,2027-03-06 16:03:01.315708,"Multi-band 5G NR site with Fiber backhaul, Tier 1 (High) tier deployment in Dense Urban environment"
CELL-000135,ENB-00135,Metro Beta 135,SITE-00135,43.60856814298779,-80.34990515318086,North Central,Rural,Nokia,5G NR,Tier 2 (Medium),3150,Fiber,NOC-C,2027-02-04 16:03:01.315708,"Nokia 5G NR cell with advanced MIMO configuration, Tier 2 (Medium) capacity serving Rural subscribers"
CELL-000136,ENB-00136,Site Delta 136,SITE-00136,34.518121017124336,-117.62340404204262,Northwest,Dense Urban,Nokia,5G NR,Tier 4 (Very High),4399,Millimeter Wave,NOC-SW,2027-01-05 16:03:01.315708,"Nokia 5G NR cell with advanced MIMO configuration, Tier 4 (Very High) capacity serving Dense Urban subscribers"
CELL-000137,ENB-00137,Metro Delta 137,SITE-00137,39.15291678686334,-94.60670226639054,Atlantic,Urban,Ericsson,5G NR,Tier 3 (Low),3855,Fiber,NOC-SW,2026-12-06 16:03:01.315708,"Ericsson 5G NR cell with advanced MIMO configuration, Tier 3 (Low) capacity serving Urban subscribers"
CELL-000138,ENB-00138,Site Delta 138,SITE-00138,40.31475953095794,-65.61176906808703,North Central,Rural,Ericsson,LTE,Tier 1 (High),4731,Microwave,NOC-GU,2026-11-06 16:03:01.315708,"Ericsson LTE cell with advanced MIMO configuration, Tier 1 (High) capacity serving Rural subscribers"
CELL-000139,ENB-00139,Station Delta 139,SITE-00139,42.12888220621329,-93.566014279024,Central,Rural,Nokia,5G NR,Tier 2 (Medium),3456,Fiber,NOC-NW,2026-10-07 16:03:01.315708,"5G NR macro cell with Tier 2 (Medium) capacity tier, optimized for Rural deployment using Nokia RAN"
CELL-000140,ENB-00140,Site Beta 140,SITE-00140,31.623565866199307,-72.26359423747692,Central,Urban,Samsung,LTE-A,Tier 2 (Medium),4021,Fiber,NOC-MW,2026-09-07 16:03:01.315708,"Multi-band LTE-A site with Fiber backhaul, Tier 2 (Medium) tier deployment in Urban environment"
CELL-000141,ENB-00141,Tower Delta 141,SITE-00141,40.240498639696256,-110.8874617521178,South Central,Urban,Samsung,5G NR,Tier 2 (Medium),3367,Fiber,NOC-NE,2026-08-08 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Fiber transport, serving high-density Urban zone"
CELL-000142,ENB-00142,Station Gamma 142,SITE-00142,32.211337849344105,-90.59702069578313,Mountain,Highway,Ericsson,LTE,Tier 3 (Low),1583,Fiber,NOC-W,2026-07-09 16:03:01.315708,"High-capacity LTE cell serving Highway area with Ericsson equipment, Fiber backhaul connectivity"
CELL-000143,ENB-00143,Metro Omega 143,SITE-00143,47.65354227722193,-109.90498220950664,Pacific,Rural,Ericsson,LTE,Tier 3 (Low),4333,Millimeter Wave,NOC-GU,2026-06-09 16:03:01.315708,"Carrier aggregation enabled LTE site with Millimeter Wave transport, serving high-density Rural zone"
CELL-000144,ENB-00144,Metro Omega 144,SITE-00144,29.537894995719693,-116.25649310023786,Southeast,Highway,Ericsson,5G NR,Tier 2 (Medium),960,Hybrid,NOC-NW,2026-05-10 16:03:01.315708,"Multi-band 5G NR site with Hybrid backhaul, Tier 2 (Medium) tier deployment in Highway environment"
CELL-000145,ENB-00145,Tower Gamma 145,SITE-00145,25.470757781911164,-123.90954764162254,Southwest,Dense Urban,Samsung,LTE,Tier 4 (Very High),1447,Microwave,NOC-C,2026-04-10 16:03:01.315708,"High-capacity LTE cell serving Dense Urban area with Samsung equipment, Microwave backhaul connectivity"
CELL-000146,ENB-00146,Metro Alpha 146,SITE-00146,45.35659220134412,-108.40995315381532,Northwest,Urban,Samsung,5G NR,Tier 3 (Low),3160,Hybrid,NOC-W,2026-03-11 16:03:01.315708,"Carrier aggregation enabled 5G NR site with Hybrid transport, serving high-density Urban zone"
CELL-000147,ENB-00147,Site Alpha 147,SITE-00147,39.36970548491997,-79.93386845749538,South Central,Rural,Ericsson,5G NR,Tier 3 (Low),4416,Fiber,NOC-PA,2026-02-09 16:03:01.315708,"Ericsson 5G NR cell with advanced MIMO configuration, Tier 3 (Low) capacity serving Rural subscribers"
CELL-000148,ENB-00148,Station Alpha 148,SITE-00148,32.01721778350971,-84.97382258924813,Northeast,Highway,Samsung,LTE,Tier 1 (High),1419,Microwave,NOC-NC,2026-01-10 16:03:01.315708,"LTE macro cell with Tier 1 (High) capacity tier, optimized for Highway deployment using Samsung RAN"
CELL-000149,ENB-00149,Station Delta 149,SITE-00149,36.07371461963581,-83.30080939327223,Southeast,Highway,Samsung,5G NR,Tier 2 (Medium),661,Fiber,NOC-SC,2025-12-11 16:03:01.315708,"5G NR macro cell with Tier 2 (Medium) capacity tier, optimized for Highway deployment using Samsung RAN"
CELL-000150,ENB-00150,Station Omega 150,SITE-00150,36.308335811285446,-122.45520466165539,Northeast,Urban,Nokia,5G NR,Tier 2 (Medium),3042,Microwave,NOC-SW,2025-11-11 16:03:01.315708,"5G NR macro cell with Tier 2 (Medium) capacity tier, optimized for Urban deployment using Nokia RAN"
