@timestamp,event_id,event_title,event_description,alert_message,node_id,node_role,cluster_id,network_region,severity,event_type,consensus_state,affected_peers,score
2026-01-21 22:10:42.497579,EVT-31CEBE1A28,Hss Sync Failure - MME-02 - NORTH,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in NORTH. Node MME-02 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-02,MME-PRIMARY,CLUSTER-EAST-2,NORTH,HIGH,HSS-SYNC-FAILURE,FOLLOWER,5,35.86
2025-12-23 15:36:13.497579,EVT-F690B7A5EB,Bearer Failure - MME-06 - EAST,EPS bearer failure on MME-06 in EAST: cluster CLUSTER-EAST-2 reporting PGW policy rule application errors for IMS APN.,ALERT: Bearer failure rate elevated on MME-06 in CLUSTER-EAST-2 (EAST). Check SGW and PGW status.,MME-06,SGW,CLUSTER-EAST-2,EAST,LOW,BEARER-FAILURE,FOLLOWER,5,9.43
2025-12-23 00:25:37.497579,EVT-B94CAE2392,Mme Crash - HSS-03 - SOUTH,MME node HSS-03 in cluster CLUSTER-WEST-2 (SOUTH) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on HSS-03 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,HSS-03,MME-SECONDARY,CLUSTER-WEST-2,SOUTH,HIGH,MME-CRASH,CANDIDATE,5,66.73
2026-01-04 18:51:05.497579,EVT-5302FF07DA,Ss7 Attack - MME-08 - CENTRAL,Rogue SS7 signaling detected targeting MME-08 on CLUSTER-WEST-1 in CENTRAL. Possible subscriber tracking or interception attempt.,ALERT: SS7 security attack suspected on MME-08 in CENTRAL. Engage security team immediately.,MME-08,MME-SECONDARY,CLUSTER-WEST-1,CENTRAL,INFO,SS7-ATTACK,CANDIDATE,0,15.93
2026-01-28 19:52:51.497579,EVT-7B39CC2146,Split Brain - HSS-01 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes HSS-01 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,HSS-01,MME-SECONDARY,CLUSTER-EAST-2,CENTRAL,MEDIUM,SPLIT-BRAIN,LEADER,5,29.37
2026-02-16 10:06:03.497579,EVT-5ED275020F,Ss7 Attack - MME-06 - NORTH,Suspected SS7 MAP attack detected on MME-06 in NORTH. Cluster CLUSTER-WEST-2 logging abnormal MAP-SendRoutingInfo flood from foreign PLMN.,ALERT: SS7 security attack suspected on MME-06 in NORTH. Engage security team immediately.,MME-06,MME-SECONDARY,CLUSTER-WEST-2,NORTH,INFO,SS7-ATTACK,UNKNOWN,2,34.01
2026-01-28 19:10:25.497579,EVT-F7C862E3D2,Split Brain - MME-03 - CENTRAL,Split-brain event on CLUSTER-EAST-2: node MME-03 in CENTRAL cannot reach majority peers. Consensus state transitioned to CANDIDATE.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-03,MME-PRIMARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,3,60.14
2026-03-03 00:40:17.497579,EVT-54BA063D26,Signaling Storm - MME-06 - EAST,Node MME-06 on CLUSTER-WEST-1 experiencing signaling overload in EAST. NAS message queue depth exceeds safe operating limit.,ALERT: Signaling storm threshold exceeded on MME-06 in EAST. Traffic throttling engaged.,MME-06,MME-PRIMARY,CLUSTER-WEST-1,EAST,HIGH,SIGNALING-STORM,FOLLOWER,5,38.56
2026-01-21 23:19:33.497579,EVT-38AE99B0D2,Hss Sync Failure - MME-07 - NORTH,HSS database synchronization failure on CLUSTER-EAST-2 in NORTH. Node MME-07 reporting inconsistent subscriber profile data.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-07,SGW,CLUSTER-EAST-2,NORTH,MEDIUM,HSS-SYNC-FAILURE,LEADER,1,46.64
2026-01-31 14:12:22.497579,EVT-F1B20BFAA5,Auth Failure Burst - MME-08 - WEST,Mass authentication failure burst detected on CLUSTER-WEST-1 in WEST. Node MME-08 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-08,MME-SECONDARY,CLUSTER-WEST-1,WEST,CRITICAL,AUTH-FAILURE-BURST,FOLLOWER,5,52.14
2026-01-30 13:30:34.497579,EVT-523B8E708D,Normal Operation - HSS-05 - CENTRAL,"Routine status update from HSS-05 in CENTRAL: cluster CLUSTER-WEST-2 nominal, no active alarms.",INFO: No active alerts for HSS-05 in CLUSTER-WEST-2 (CENTRAL). System nominal.,HSS-05,MME-PRIMARY,CLUSTER-WEST-2,CENTRAL,HIGH,NORMAL-OPERATION,LEADER,5,42.81
2026-03-10 16:34:45.497579,EVT-0D509BA623,Normal Operation - MME-05 - WEST,"Scheduled maintenance window completed on MME-05 in CLUSTER-CENTRAL-1, WEST. All services restored.",INFO: No active alerts for MME-05 in CLUSTER-CENTRAL-1 (WEST). System nominal.,MME-05,PGW,CLUSTER-CENTRAL-1,WEST,LOW,NORMAL-OPERATION,FOLLOWER,2,16.64
2025-12-22 22:49:22.497579,EVT-E5D72A1EAF,Mme Crash - MME-08 - SOUTH,Node MME-08 on CLUSTER-WEST-2 in SOUTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-08 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-08,MME-PRIMARY,CLUSTER-WEST-2,SOUTH,HIGH,MME-CRASH,LEADER,4,52.2
2025-12-19 22:07:16.497579,EVT-DCDE3C0BF2,Hss Sync Failure - HSS-06 - EAST,HSS sync error on HSS-06 in EAST: cluster CLUSTER-EAST-1 reporting stale authentication vectors affecting subscriber attach.,ALERT: HSS sync failure on CLUSTER-EAST-1 in EAST. Authentication service may be degraded.,HSS-06,MME-PRIMARY,CLUSTER-EAST-1,EAST,MEDIUM,HSS-SYNC-FAILURE,LEADER,2,37.7
2026-01-22 13:05:25.497579,EVT-5DF05B7522,Resource Exhaustion - HSS-04 - WEST,"File descriptor exhaustion on HSS-04 in CLUSTER-EAST-1, WEST. S1AP connections being refused due to OS resource limits.",ALERT: Resource exhaustion on HSS-04 in CLUSTER-EAST-1 (WEST). Capacity intervention required.,HSS-04,MME-SECONDARY,CLUSTER-EAST-1,WEST,HIGH,RESOURCE-EXHAUSTION,FOLLOWER,1,53.36
2026-01-28 20:21:38.497579,EVT-170FFF8ABC,Split Brain - HSS-04 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes HSS-04 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,HSS-04,MME-PRIMARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,4,75.52
2026-01-22 00:25:33.497579,EVT-8D3AF01D46,Hss Sync Failure - HSS-04 - NORTH,HSS sync error on HSS-04 in NORTH: cluster CLUSTER-EAST-2 reporting stale authentication vectors affecting subscriber attach.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,HSS-04,HSS-SECONDARY,CLUSTER-EAST-2,NORTH,MEDIUM,HSS-SYNC-FAILURE,LEADER,3,58.19
2026-01-21 20:25:24.497579,EVT-B22EFA21B6,Hss Sync Failure - MME-03 - NORTH,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in NORTH. Node MME-03 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-03,PGW,CLUSTER-EAST-2,NORTH,HIGH,HSS-SYNC-FAILURE,FOLLOWER,3,57.96
2025-12-23 00:33:07.497579,EVT-4349390D0E,Mme Crash - HSS-02 - SOUTH,"Process restart detected on HSS-02 in CLUSTER-WEST-2, SOUTH. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-02 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,HSS-02,SGW,CLUSTER-WEST-2,SOUTH,CRITICAL,MME-CRASH,LEADER,5,43.58
2026-01-31 15:34:25.497579,EVT-1E2DDB77C9,Auth Failure Burst - MME-03 - WEST,HSS returning repeated authentication failures for subscribers homed on MME-03 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-03,HSS-PRIMARY,CLUSTER-WEST-1,WEST,MEDIUM,AUTH-FAILURE-BURST,FOLLOWER,5,56.1
2026-02-01 08:54:38.497579,EVT-3B792B5EB2,Signaling Storm - HSS-05 - NORTH,Node HSS-05 on CLUSTER-WEST-1 experiencing signaling overload in NORTH. NAS message queue depth exceeds safe operating limit.,ALERT: Signaling storm threshold exceeded on HSS-05 in NORTH. Traffic throttling engaged.,HSS-05,MME-SECONDARY,CLUSTER-WEST-1,NORTH,MEDIUM,SIGNALING-STORM,LEADER,1,45.25
2026-01-26 01:34:17.497579,EVT-3D50E8853C,Auth Failure Burst - HSS-06 - NORTH,Authentication failure spike on CLUSTER-EAST-1: node HSS-06 in NORTH recording abnormal EAP-AKA failure rate. Possible HSS sync issue.,ALERT: Mass auth failure detected on CLUSTER-EAST-1 in NORTH. Check HSS health and S6a connectivity.,HSS-06,MME-SECONDARY,CLUSTER-EAST-1,NORTH,MEDIUM,AUTH-FAILURE-BURST,FOLLOWER,2,15.13
2026-01-28 19:24:02.497579,EVT-CBCB55A912,Split Brain - MME-06 - CENTRAL,Split-brain event on CLUSTER-EAST-2: node MME-06 in CENTRAL cannot reach majority peers. Consensus state transitioned to CANDIDATE.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-06,HSS-PRIMARY,CLUSTER-EAST-2,CENTRAL,MEDIUM,SPLIT-BRAIN,SPLIT,2,63.94
2026-01-04 21:39:30.497579,EVT-9326D22B55,Ss7 Attack - MME-04 - CENTRAL,Rogue SS7 signaling detected targeting MME-04 on CLUSTER-WEST-1 in CENTRAL. Possible subscriber tracking or interception attempt.,ALERT: SS7 security attack suspected on MME-04 in CENTRAL. Engage security team immediately.,MME-04,MME-SECONDARY,CLUSTER-WEST-1,CENTRAL,HIGH,SS7-ATTACK,FOLLOWER,5,90.33
2025-12-12 14:10:46.497579,EVT-45E1D28699,Mme Crash - MME-06 - CENTRAL,"Process restart detected on MME-06 in CLUSTER-EAST-1, CENTRAL. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-06 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-06,HSS-PRIMARY,CLUSTER-EAST-1,CENTRAL,MEDIUM,MME-CRASH,LEADER,3,42.47
2026-01-16 03:43:01.497579,EVT-297AD9FE3D,Hss Sync Failure - HSS-06 - CENTRAL,HSS sync error on HSS-06 in CENTRAL: cluster CLUSTER-CENTRAL-1 reporting stale authentication vectors affecting subscriber attach.,ALERT: HSS sync failure on CLUSTER-CENTRAL-1 in CENTRAL. Authentication service may be degraded.,HSS-06,MME-SECONDARY,CLUSTER-CENTRAL-1,CENTRAL,HIGH,HSS-SYNC-FAILURE,LEADER,0,46.1
2025-12-22 23:09:06.497579,EVT-410BB025B5,Mme Crash - HSS-01 - SOUTH,Node HSS-01 on CLUSTER-WEST-2 in SOUTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-01 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,HSS-01,MME-SECONDARY,CLUSTER-WEST-2,SOUTH,HIGH,MME-CRASH,LEADER,3,85.09
2025-12-20 21:48:58.497579,EVT-01DCECA9EC,Mme Crash - HSS-04 - NORTH,"Process restart detected on HSS-04 in CLUSTER-EAST-2, NORTH. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on HSS-04 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-04,HSS-SECONDARY,CLUSTER-EAST-2,NORTH,HIGH,MME-CRASH,SPLIT,0,26.12
2026-01-31 15:52:34.497579,EVT-ECD8400AC1,Auth Failure Burst - MME-05 - WEST,HSS returning repeated authentication failures for subscribers homed on MME-05 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-05,HSS-PRIMARY,CLUSTER-WEST-1,WEST,CRITICAL,AUTH-FAILURE-BURST,LEADER,5,78.69
2026-01-28 16:54:23.497579,EVT-7126384C37,Split Brain - MME-01 - CENTRAL,Split-brain event on CLUSTER-EAST-2: node MME-01 in CENTRAL cannot reach majority peers. Consensus state transitioned to CANDIDATE.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-01,HSS-PRIMARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,LEADER,5,77.55
2026-01-31 13:57:26.497579,EVT-3165FF881B,Auth Failure Burst - MME-02 - WEST,Authentication failure spike on CLUSTER-WEST-1: node MME-02 in WEST recording abnormal EAP-AKA failure rate. Possible HSS sync issue.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-02,MME-SECONDARY,CLUSTER-WEST-1,WEST,CRITICAL,AUTH-FAILURE-BURST,SPLIT,4,75.6
2026-01-31 14:09:51.497579,EVT-3BF4DFF6F3,Auth Failure Burst - HSS-03 - WEST,HSS returning repeated authentication failures for subscribers homed on HSS-03 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,HSS-03,PGW,CLUSTER-WEST-1,WEST,LOW,AUTH-FAILURE-BURST,CANDIDATE,3,46.14
2025-12-23 00:52:01.497579,EVT-721FF5EBA4,Mme Crash - MME-04 - SOUTH,MME node MME-04 in cluster CLUSTER-WEST-2 (SOUTH) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on MME-04 in CLUSTER-WEST-2 (SOUTH). Subscriber failover in progress.,MME-04,MME-PRIMARY,CLUSTER-WEST-2,SOUTH,LOW,MME-CRASH,SPLIT,0,41.06
2026-01-21 20:21:54.497579,EVT-BE007599F4,Hss Sync Failure - MME-02 - NORTH,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in NORTH. Node MME-02 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-02,MME-SECONDARY,CLUSTER-EAST-2,NORTH,CRITICAL,HSS-SYNC-FAILURE,SPLIT,5,56.41
2025-12-14 17:37:57.497579,EVT-962414B44C,Hss Sync Failure - HSS-05 - WEST,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in WEST. Node HSS-05 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in WEST. Authentication service may be degraded.,HSS-05,PGW,CLUSTER-EAST-2,WEST,MEDIUM,HSS-SYNC-FAILURE,SPLIT,2,14.24
2025-12-12 19:42:31.497579,EVT-E9F1120365,Mme Crash - HSS-02 - CENTRAL,MME node HSS-02 in cluster CLUSTER-EAST-1 (CENTRAL) crashed unexpectedly. Core dump captured. Subscribers migrating to standby MME.,ALERT: MME process crash on HSS-02 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,HSS-02,MME-PRIMARY,CLUSTER-EAST-1,CENTRAL,HIGH,MME-CRASH,FOLLOWER,0,18.42
2026-01-06 05:03:00.497579,EVT-F6A19F13A2,Signaling Storm - MME-02 - SOUTH,Abnormal signaling rate surge on MME-02 in SOUTH. Cluster CLUSTER-EAST-2 applying traffic shaping to protect core stability.,ALERT: Signaling storm threshold exceeded on MME-02 in SOUTH. Traffic throttling engaged.,MME-02,MME-PRIMARY,CLUSTER-EAST-2,SOUTH,MEDIUM,SIGNALING-STORM,FOLLOWER,4,39.11
2026-02-24 19:51:21.497579,EVT-BC9EAD2E47,Resource Exhaustion - MME-06 - NORTH,Memory pressure on MME-06 in NORTH. Cluster CLUSTER-EAST-1 reporting heap utilization above 90% on MME process.,ALERT: Resource exhaustion on MME-06 in CLUSTER-EAST-1 (NORTH). Capacity intervention required.,MME-06,PGW,CLUSTER-EAST-1,NORTH,HIGH,RESOURCE-EXHAUSTION,CANDIDATE,0,12.4
2026-01-04 20:07:32.497579,EVT-E33FB708FD,Ss7 Attack - MME-08 - CENTRAL,Rogue SS7 signaling detected targeting MME-08 on CLUSTER-WEST-1 in CENTRAL. Possible subscriber tracking or interception attempt.,ALERT: SS7 security attack suspected on MME-08 in CENTRAL. Engage security team immediately.,MME-08,MME-PRIMARY,CLUSTER-WEST-1,CENTRAL,HIGH,SS7-ATTACK,UNKNOWN,5,59.75
2026-01-21 21:50:33.497579,EVT-D1BFDE8963,Hss Sync Failure - MME-04 - NORTH,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in NORTH. Node MME-04 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,MME-04,HSS-PRIMARY,CLUSTER-EAST-2,NORTH,MEDIUM,HSS-SYNC-FAILURE,LEADER,4,93.6
2026-01-04 19:24:06.497579,EVT-C324B8A332,Ss7 Attack - HSS-04 - CENTRAL,Suspected SS7 MAP attack detected on HSS-04 in CENTRAL. Cluster CLUSTER-WEST-1 logging abnormal MAP-SendRoutingInfo flood from foreign PLMN.,ALERT: SS7 security attack suspected on HSS-04 in CENTRAL. Engage security team immediately.,HSS-04,SGW,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,LEADER,5,68.27
2026-01-28 16:42:11.497579,EVT-5FD9C31883,Split Brain - MME-06 - CENTRAL,"Network partition detected on CLUSTER-EAST-2 in CENTRAL. Node MME-06 isolated from cluster majority, triggering emergency re-election.",ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-06,HSS-PRIMARY,CLUSTER-EAST-2,CENTRAL,INFO,SPLIT-BRAIN,LEADER,2,59.06
2025-12-13 15:36:58.497579,EVT-841633D556,Paging Overload - HSS-04 - WEST,Paging channel saturation on HSS-04 in WEST. Cluster CLUSTER-CENTRAL-1 applying paging rate limiting to protect RAN interface.,ALERT: Paging overload on HSS-04 in WEST. Reduce paging load or increase capacity.,HSS-04,MME-PRIMARY,CLUSTER-CENTRAL-1,WEST,LOW,PAGING-OVERLOAD,LEADER,3,83.54
2026-01-15 12:24:39.497579,EVT-480AB55FFE,Mme Crash - MME-08 - WEST,"Process restart detected on MME-08 in CLUSTER-WEST-1, WEST. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-08 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,MME-08,HSS-SECONDARY,CLUSTER-WEST-1,WEST,MEDIUM,MME-CRASH,FOLLOWER,2,14.47
2026-03-04 06:26:01.497579,EVT-754E4EED7A,Signaling Storm - HSS-01 - CENTRAL,Node HSS-01 on CLUSTER-WEST-1 experiencing signaling overload in CENTRAL. NAS message queue depth exceeds safe operating limit.,ALERT: Signaling storm threshold exceeded on HSS-01 in CENTRAL. Traffic throttling engaged.,HSS-01,SGW,CLUSTER-WEST-1,CENTRAL,MEDIUM,SIGNALING-STORM,LEADER,5,36.05
2026-01-28 16:05:40.497579,EVT-AEB6BFD0C7,Split Brain - MME-01 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes MME-01 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-01,MME-PRIMARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,FOLLOWER,5,43.33
2026-01-04 20:54:56.497579,EVT-6C32645EEA,Ss7 Attack - MME-04 - CENTRAL,SS7 security alert: node MME-04 in CLUSTER-WEST-1 (CENTRAL) receiving unsolicited MAP location update requests from unregistered network.,ALERT: SS7 security attack suspected on MME-04 in CENTRAL. Engage security team immediately.,MME-04,MME-PRIMARY,CLUSTER-WEST-1,CENTRAL,HIGH,SS7-ATTACK,LEADER,0,15.6
2026-01-28 16:16:00.497579,EVT-B4EA5CF5FC,Split Brain - MME-05 - CENTRAL,"Network partition detected on CLUSTER-EAST-2 in CENTRAL. Node MME-05 isolated from cluster majority, triggering emergency re-election.",ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-05,MME-SECONDARY,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,SPLIT,1,74.16
2026-02-24 17:36:23.497579,EVT-321578C847,Resource Exhaustion - MME-03 - WEST,Memory pressure on MME-03 in WEST. Cluster CLUSTER-EAST-1 reporting heap utilization above 90% on MME process.,ALERT: Resource exhaustion on MME-03 in CLUSTER-EAST-1 (WEST). Capacity intervention required.,MME-03,PGW,CLUSTER-EAST-1,WEST,INFO,RESOURCE-EXHAUSTION,CANDIDATE,2,33.29
2026-01-21 23:24:22.497579,EVT-29FC4713B9,Hss Sync Failure - HSS-05 - NORTH,Replication lag detected between HSS nodes on CLUSTER-EAST-2 in NORTH. Node HSS-05 diverged from primary by more than threshold.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,HSS-05,SGW,CLUSTER-EAST-2,NORTH,CRITICAL,HSS-SYNC-FAILURE,LEADER,3,88.33
2026-02-21 17:37:26.497579,EVT-0FA94DF7F2,Rogue Access - MME-06 - EAST,Rogue network access attempt detected at MME-06 in EAST. Cluster CLUSTER-EAST-1 blocking unauthorized PLMN attach request.,ALERT: Rogue access attempt on CLUSTER-EAST-1 in EAST. Review firewall and roaming policy.,MME-06,MME-SECONDARY,CLUSTER-EAST-1,EAST,HIGH,ROGUE-ACCESS,LEADER,3,24.79
2026-01-15 13:22:45.497579,EVT-432223CB56,Mme Crash - MME-05 - WEST,"Process restart detected on MME-05 in CLUSTER-WEST-1, WEST. S1AP handler terminated with SIGSEGV. Automatic recovery in progress.",ALERT: MME process crash on MME-05 in CLUSTER-WEST-1 (WEST). Subscriber failover in progress.,MME-05,SGW,CLUSTER-WEST-1,WEST,CRITICAL,MME-CRASH,SPLIT,1,26.6
2025-12-12 16:41:25.497579,EVT-3B0940427F,Mme Crash - MME-06 - CENTRAL,Node MME-06 on CLUSTER-EAST-1 in CENTRAL entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on MME-06 in CLUSTER-EAST-1 (CENTRAL). Subscriber failover in progress.,MME-06,MME-PRIMARY,CLUSTER-EAST-1,CENTRAL,CRITICAL,MME-CRASH,SPLIT,5,72.35
2026-02-12 03:07:50.497579,EVT-897A64876D,Bearer Failure - HSS-06 - CENTRAL,EPS bearer failure on HSS-06 in CENTRAL: cluster CLUSTER-WEST-1 reporting PGW policy rule application errors for IMS APN.,ALERT: Bearer failure rate elevated on HSS-06 in CLUSTER-WEST-1 (CENTRAL). Check SGW and PGW status.,HSS-06,HSS-PRIMARY,CLUSTER-WEST-1,CENTRAL,LOW,BEARER-FAILURE,FOLLOWER,5,36.13
2026-01-04 18:57:43.497579,EVT-9B0EE17ECB,Ss7 Attack - MME-04 - CENTRAL,Suspected SS7 MAP attack detected on MME-04 in CENTRAL. Cluster CLUSTER-WEST-1 logging abnormal MAP-SendRoutingInfo flood from foreign PLMN.,ALERT: SS7 security attack suspected on MME-04 in CENTRAL. Engage security team immediately.,MME-04,HSS-PRIMARY,CLUSTER-WEST-1,CENTRAL,CRITICAL,SS7-ATTACK,CANDIDATE,0,46.14
2026-01-31 14:01:37.497579,EVT-1C0E997482,Auth Failure Burst - MME-08 - WEST,Mass authentication failure burst detected on CLUSTER-WEST-1 in WEST. Node MME-08 logging elevated HSS reject rate over past 15 minutes.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-08,HSS-SECONDARY,CLUSTER-WEST-1,WEST,HIGH,AUTH-FAILURE-BURST,FOLLOWER,0,26.8
2026-02-28 12:19:36.497579,EVT-701A026370,Normal Operation - MME-08 - CENTRAL,"Scheduled maintenance window completed on MME-08 in CLUSTER-WEST-2, CENTRAL. All services restored.",INFO: No active alerts for MME-08 in CLUSTER-WEST-2 (CENTRAL). System nominal.,MME-08,MME-PRIMARY,CLUSTER-WEST-2,CENTRAL,LOW,NORMAL-OPERATION,FOLLOWER,1,26.88
2026-01-31 16:13:01.497579,EVT-0AE288EB75,Auth Failure Burst - MME-04 - WEST,HSS returning repeated authentication failures for subscribers homed on MME-04 in WEST. Cluster CLUSTER-WEST-1 flagged for investigation.,ALERT: Mass auth failure detected on CLUSTER-WEST-1 in WEST. Check HSS health and S6a connectivity.,MME-04,HSS-SECONDARY,CLUSTER-WEST-1,WEST,HIGH,AUTH-FAILURE-BURST,FOLLOWER,2,16.66
2025-12-20 23:17:29.497579,EVT-D7A48705E9,Mme Crash - HSS-03 - NORTH,Node HSS-03 on CLUSTER-EAST-2 in NORTH entered fault state. MME watchdog triggered process restart after unresponsive health check.,ALERT: MME process crash on HSS-03 in CLUSTER-EAST-2 (NORTH). Subscriber failover in progress.,HSS-03,PGW,CLUSTER-EAST-2,NORTH,LOW,MME-CRASH,LEADER,4,68.31
2026-01-28 18:28:52.497579,EVT-A0F1867B6B,Split Brain - MME-07 - CENTRAL,"Network partition detected on CLUSTER-EAST-2 in CENTRAL. Node MME-07 isolated from cluster majority, triggering emergency re-election.",ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-07,SGW,CLUSTER-EAST-2,CENTRAL,HIGH,SPLIT-BRAIN,CANDIDATE,5,48.4
2026-02-17 07:25:27.497579,EVT-AB5996E5FD,Handover Cascade - MME-06 - CENTRAL,Cascading handover failure event on CLUSTER-CENTRAL-1: node MME-06 in CENTRAL unable to complete inter-RAT transfers. UE sessions dropping.,ALERT: Handover cascade failure on CLUSTER-CENTRAL-1 in CENTRAL. RAN coordination required.,MME-06,HSS-SECONDARY,CLUSTER-CENTRAL-1,CENTRAL,LOW,HANDOVER-CASCADE,LEADER,0,11.6
2026-01-28 19:17:15.497579,EVT-3DCC9FF162,Split Brain - MME-04 - CENTRAL,"Network partition detected on CLUSTER-EAST-2 in CENTRAL. Node MME-04 isolated from cluster majority, triggering emergency re-election.",ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-04,HSS-PRIMARY,CLUSTER-EAST-2,CENTRAL,LOW,SPLIT-BRAIN,FOLLOWER,3,51.15
2026-01-28 17:16:45.497579,EVT-23ADA45587,Split Brain - MME-06 - CENTRAL,Core cluster CLUSTER-EAST-2 detected split-brain condition; nodes MME-06 and peer lost quorum consensus in region CENTRAL. Automatic failover initiated.,ALERT: Split-brain condition on cluster CLUSTER-EAST-2 in CENTRAL requires immediate operator intervention.,MME-06,MME-SECONDARY,CLUSTER-EAST-2,CENTRAL,LOW,SPLIT-BRAIN,SPLIT,4,31.7
2026-01-21 21:08:11.497579,EVT-BB272114E7,Hss Sync Failure - HSS-05 - NORTH,HSS sync error on HSS-05 in NORTH: cluster CLUSTER-EAST-2 reporting stale authentication vectors affecting subscriber attach.,ALERT: HSS sync failure on CLUSTER-EAST-2 in NORTH. Authentication service may be degraded.,HSS-05,MME-PRIMARY,CLUSTER-EAST-2,NORTH,CRITICAL,HSS-SYNC-FAILURE,FOLLOWER,2,41.85
