incident_id,conversation_id,user_query,retrieved_doc_ids,expected_doc_ids,failure_reason,debug_time_minutes,resolution_notes,incident_date,resolved
INC000265,CONV00000693,What brand guidelines exist for social media posts,"ASSET00002073,ASSET00002760,ASSET00001248","ASSET00000780,ASSET00001302",embedding_mismatch,42,Resolved by adjusting ranking,2025-09-11 20:05:07.853910,True
INC000266,CONV00002130,Find all approved marketing assets for our spring campaign,"ASSET00002321,ASSET00000611,ASSET00001347,ASSET00002082","ASSET00000202,ASSET00002370,ASSET00002212",embedding_mismatch,63,Resolved by adjusting embedding,2025-09-11 22:05:07.853910,True
INC000267,CONV00000687,Show approved logos in SVG format,"ASSET00000137,ASSET00002885,ASSET00001057,ASSET00002012,ASSET00000904","ASSET00002105,ASSET00000068,ASSET00001829,ASSET00000815,ASSET00001872",poor_relevance,36,Resolved by adjusting filters,2025-09-12 00:05:07.853910,True
INC000268,CONV00000385,Show me all assets created in the last week,ASSET00002990,"ASSET00000630,ASSET00002485,ASSET00000102",incorrect_ranking,26,Resolved by adjusting ranking,2025-09-12 02:05:07.853910,True
INC000269,CONV00001150,Show me recent product images with high engagement,"ASSET00001435,ASSET00001721,ASSET00002880,ASSET00000243",ASSET00001223,poor_relevance,58,Resolved by adjusting query,2025-09-12 04:05:07.853910,False
INC000270,CONV00000745,Find high-resolution images for print materials,"ASSET00002483,ASSET00000975,ASSET00000671,ASSET00002235,ASSET00000460","ASSET00002133,ASSET00001276,ASSET00001792,ASSET00001065",wrong_filter,35,Resolved by adjusting ranking,2025-09-12 06:05:07.853910,True
INC000271,CONV00001468,Find templates used in email campaigns last month,"ASSET00001090,ASSET00000516,ASSET00001441",ASSET00001248,embedding_mismatch,21,Resolved by adjusting query,2025-09-12 08:05:07.853910,True
INC000272,CONV00002287,Search for campaign assets tagged with digital,"ASSET00002912,ASSET00000610,ASSET00002938,ASSET00001990,ASSET00002761",ASSET00001112,wrong_filter,49,Resolved by adjusting embedding,2025-09-12 10:05:07.853910,True
INC000273,CONV00000539,Find high-resolution images for print materials,"ASSET00001395,ASSET00001497","ASSET00001915,ASSET00000328,ASSET00001638",incorrect_ranking,24,Resolved by adjusting ranking,2025-09-12 12:05:07.853910,False
INC000274,CONV00001817,Show approved logos in SVG format,"ASSET00001328,ASSET00000238","ASSET00001563,ASSET00002746,ASSET00001109,ASSET00000771",embedding_mismatch,16,Resolved by adjusting query,2025-09-12 14:05:07.853910,False
INC000275,CONV00000465,Search for campaign assets tagged with digital,"ASSET00001501,ASSET00000870,ASSET00001638,ASSET00000781","ASSET00002358,ASSET00000684,ASSET00002198,ASSET00001069",empty_results,20,Resolved by adjusting ranking,2025-09-12 16:05:07.853910,True
INC000276,CONV00000132,Search for campaign assets tagged with digital,"ASSET00002137,ASSET00000763,ASSET00001994,ASSET00001439,ASSET00002432","ASSET00002894,ASSET00000007,ASSET00001294",timeout,51,Resolved by adjusting ranking,2025-09-12 18:05:07.853910,True
INC000277,CONV00002088,Find templates used in email campaigns last month,"ASSET00001083,ASSET00002094,ASSET00001832,ASSET00000491","ASSET00000572,ASSET00001311",embedding_mismatch,22,Resolved by adjusting filters,2025-09-12 20:05:07.853910,True
INC000278,CONV00001730,Show approved logos in SVG format,ASSET00002073,"ASSET00002593,ASSET00002780,ASSET00002641,ASSET00002612,ASSET00002421",empty_results,66,Resolved by adjusting query,2025-09-12 22:05:07.853910,True
INC000279,CONV00002258,What assets are pending approval for the finance team,"ASSET00001479,ASSET00000791,ASSET00001458,ASSET00001332,ASSET00000728","ASSET00002851,ASSET00001466",wrong_filter,65,Resolved by adjusting filters,2025-09-13 00:05:07.853910,False
INC000280,CONV00000574,Show approved logos in SVG format,"ASSET00000324,ASSET00000088,ASSET00000442,ASSET00002213","ASSET00001940,ASSET00000168",missing_context,79,Resolved by adjusting query,2025-09-13 02:05:07.853910,True
INC000281,CONV00001133,Show me recent product images with high engagement,"ASSET00000542,ASSET00002503,ASSET00001078,ASSET00000487,ASSET00002276","ASSET00002330,ASSET00001185,ASSET00002462,ASSET00000516",incorrect_ranking,31,Resolved by adjusting filters,2025-09-13 04:05:07.853910,True
INC000282,CONV00000162,Search for video content related to product launches,ASSET00001887,"ASSET00002852,ASSET00002999,ASSET00002305,ASSET00002788",missing_context,84,Resolved by adjusting ranking,2025-09-13 06:05:07.853910,True
INC000283,CONV00000859,Find high-resolution images for print materials,"ASSET00001091,ASSET00002865","ASSET00000807,ASSET00001075,ASSET00002101,ASSET00001355",poor_relevance,45,Resolved by adjusting filters,2025-09-13 08:05:07.853910,False
INC000284,CONV00001998,Find high-resolution images for print materials,"ASSET00002240,ASSET00002220,ASSET00002509,ASSET00001981,ASSET00002668","ASSET00000122,ASSET00000446,ASSET00001162,ASSET00001101,ASSET00002711",timeout,67,Resolved by adjusting embedding,2025-09-13 10:05:07.853910,True
INC000285,CONV00001032,Show approved logos in SVG format,"ASSET00002253,ASSET00001950,ASSET00000142","ASSET00001443,ASSET00001636,ASSET00002330,ASSET00000399,ASSET00002286",wrong_filter,73,Resolved by adjusting filters,2025-09-13 12:05:07.853910,True
INC000286,CONV00001430,What brand guidelines exist for social media posts,"ASSET00002175,ASSET00002477,ASSET00001939,ASSET00002075,ASSET00001040","ASSET00002491,ASSET00001236,ASSET00000491,ASSET00000214,ASSET00001988",empty_results,28,Resolved by adjusting query,2025-09-13 14:05:07.853910,True
INC000287,CONV00001090,Find high-resolution images for print materials,"ASSET00001261,ASSET00001896,ASSET00002546,ASSET00002030,ASSET00000543",ASSET00000040,embedding_mismatch,28,Resolved by adjusting query,2025-09-13 16:05:07.853910,True
INC000288,CONV00000552,What assets are pending approval for the finance team,"ASSET00000598,ASSET00002339,ASSET00000792,ASSET00000157,ASSET00001229","ASSET00001226,ASSET00001383,ASSET00000737",wrong_filter,18,Resolved by adjusting filters,2025-09-13 18:05:07.853910,True
INC000289,CONV00000416,Search for video content related to product launches,"ASSET00000653,ASSET00001588","ASSET00002773,ASSET00001167,ASSET00002524,ASSET00000609",incorrect_ranking,36,Resolved by adjusting filters,2025-09-13 20:05:07.853910,True
INC000290,CONV00000843,What brand guidelines exist for social media posts,ASSET00002257,"ASSET00001458,ASSET00001306,ASSET00002165,ASSET00002689,ASSET00002797",embedding_mismatch,72,Resolved by adjusting query,2025-09-13 22:05:07.853910,True
INC000291,CONV00000393,Show me all assets created in the last week,"ASSET00002496,ASSET00002822",ASSET00002726,poor_relevance,40,Resolved by adjusting ranking,2025-09-14 00:05:07.853910,False
INC000292,CONV00000446,Search for campaign assets tagged with digital,"ASSET00002572,ASSET00000170,ASSET00000631,ASSET00001486,ASSET00002041","ASSET00002091,ASSET00002378,ASSET00001490",missing_context,17,Resolved by adjusting ranking,2025-09-14 02:05:07.853910,True
INC000293,CONV00000341,What brand guidelines exist for social media posts,ASSET00000604,ASSET00000384,embedding_mismatch,80,Resolved by adjusting query,2025-09-14 04:05:07.853910,True
INC000294,CONV00001958,Search for campaign assets tagged with digital,ASSET00002965,ASSET00000264,timeout,45,Resolved by adjusting embedding,2025-09-14 06:05:07.853910,True
INC000295,CONV00000935,Find all approved marketing assets for our spring campaign,"ASSET00001366,ASSET00002333","ASSET00000233,ASSET00001982,ASSET00002055,ASSET00001632",incorrect_ranking,89,Resolved by adjusting ranking,2025-09-14 08:05:07.853910,False
INC000296,CONV00002164,Show me all assets created in the last week,"ASSET00000823,ASSET00002559","ASSET00001767,ASSET00002505,ASSET00002709",empty_results,78,Resolved by adjusting ranking,2025-09-14 10:05:07.853910,True
INC000297,CONV00001433,Find high-resolution images for print materials,"ASSET00000093,ASSET00000995,ASSET00001128,ASSET00001359","ASSET00000278,ASSET00001044,ASSET00001829",missing_context,21,Resolved by adjusting filters,2025-09-14 12:05:07.853910,True
INC000298,CONV00001466,Search for campaign assets tagged with digital,"ASSET00001462,ASSET00002706,ASSET00001588,ASSET00000491","ASSET00000576,ASSET00001568,ASSET00000257,ASSET00001863",missing_context,54,Resolved by adjusting ranking,2025-09-14 14:05:07.853910,True
INC000299,CONV00001469,Find all approved marketing assets for our spring campaign,"ASSET00001847,ASSET00002899,ASSET00001031,ASSET00002626","ASSET00000032,ASSET00000886,ASSET00002239,ASSET00001523",incorrect_ranking,80,Resolved by adjusting query,2025-09-14 16:05:07.853910,False
INC000300,CONV00000405,What brand guidelines exist for social media posts,"ASSET00000424,ASSET00002381","ASSET00002598,ASSET00001308,ASSET00001910,ASSET00000308",incorrect_ranking,76,Resolved by adjusting filters,2025-09-14 18:05:07.853910,False
INC000301,CONV00002206,Find templates used in email campaigns last month,"ASSET00002567,ASSET00000659,ASSET00002724","ASSET00002377,ASSET00002154,ASSET00002751",poor_relevance,15,Resolved by adjusting embedding,2025-09-14 20:05:07.853910,True
INC000302,CONV00000447,Find templates used in email campaigns last month,"ASSET00001668,ASSET00001868","ASSET00001220,ASSET00000035,ASSET00002273,ASSET00000776,ASSET00001816",timeout,73,Resolved by adjusting ranking,2025-09-14 22:05:07.853910,True
INC000303,CONV00001427,Find high-resolution images for print materials,"ASSET00000644,ASSET00001552",ASSET00000660,incorrect_ranking,58,Resolved by adjusting ranking,2025-09-15 00:05:07.853910,True
INC000304,CONV00001595,What brand guidelines exist for social media posts,ASSET00000628,"ASSET00000623,ASSET00002603,ASSET00001099",timeout,85,Resolved by adjusting ranking,2025-09-15 02:05:07.853910,False
INC000305,CONV00001718,Search for campaign assets tagged with digital,"ASSET00001832,ASSET00002684","ASSET00002043,ASSET00002186,ASSET00001062,ASSET00001679",empty_results,85,Resolved by adjusting ranking,2025-09-15 04:05:07.853910,True
INC000306,CONV00001050,Find all approved marketing assets for our spring campaign,"ASSET00000360,ASSET00000788","ASSET00000794,ASSET00001706,ASSET00002673,ASSET00000657,ASSET00002004",timeout,24,Resolved by adjusting embedding,2025-09-15 06:05:07.853910,False
INC000307,CONV00001837,Search for campaign assets tagged with digital,"ASSET00002236,ASSET00001960,ASSET00002383,ASSET00002070",ASSET00002598,empty_results,20,Resolved by adjusting embedding,2025-09-15 08:05:07.853910,False
INC000308,CONV00000601,Show me all assets created in the last week,"ASSET00001993,ASSET00002433,ASSET00002131,ASSET00000178","ASSET00001400,ASSET00000212,ASSET00001470,ASSET00001564,ASSET00000687",incorrect_ranking,27,Resolved by adjusting ranking,2025-09-15 10:05:07.853910,True
INC000309,CONV00000723,Find high-resolution images for print materials,"ASSET00000396,ASSET00002996,ASSET00000947","ASSET00002343,ASSET00000596,ASSET00002489",poor_relevance,35,Resolved by adjusting ranking,2025-09-15 12:05:07.853910,True
INC000310,CONV00001468,What assets are pending approval for the finance team,"ASSET00001155,ASSET00002844,ASSET00002013,ASSET00001364,ASSET00002015",ASSET00001344,embedding_mismatch,39,Resolved by adjusting ranking,2025-09-15 14:05:07.853910,True
INC000311,CONV00001554,What assets are pending approval for the finance team,"ASSET00001411,ASSET00000993,ASSET00002808,ASSET00000302","ASSET00002385,ASSET00002028,ASSET00002608,ASSET00001996,ASSET00002449",wrong_filter,89,Resolved by adjusting filters,2025-09-15 16:05:07.853910,True
INC000312,CONV00001996,Show me all assets created in the last week,"ASSET00001525,ASSET00000712,ASSET00001374,ASSET00001966,ASSET00000900","ASSET00000744,ASSET00002815,ASSET00001802",incorrect_ranking,79,Resolved by adjusting filters,2025-09-15 18:05:07.853910,True
INC000313,CONV00000968,Show me recent product images with high engagement,"ASSET00000504,ASSET00000591,ASSET00000671,ASSET00001784,ASSET00000378","ASSET00001173,ASSET00002736,ASSET00000575,ASSET00002513",wrong_filter,86,Resolved by adjusting ranking,2025-09-15 20:05:07.853910,False
INC000314,CONV00001473,Show me all assets created in the last week,"ASSET00001844,ASSET00001284,ASSET00001816,ASSET00000254","ASSET00002179,ASSET00001046,ASSET00000937,ASSET00001109",poor_relevance,35,Resolved by adjusting filters,2025-09-15 22:05:07.853910,False
INC000315,CONV00001986,Search for video content related to product launches,"ASSET00001530,ASSET00002046,ASSET00002384","ASSET00000047,ASSET00001909,ASSET00000608",timeout,38,Resolved by adjusting query,2025-09-16 00:05:07.853910,True
INC000316,CONV00002305,Search for video content related to product launches,"ASSET00002560,ASSET00001738,ASSET00001163,ASSET00001015","ASSET00002858,ASSET00002014,ASSET00002591,ASSET00001784",incorrect_ranking,44,Resolved by adjusting ranking,2025-09-16 02:05:07.853910,True
INC000317,CONV00002162,Search for campaign assets tagged with digital,"ASSET00001955,ASSET00002905,ASSET00000251,ASSET00002137,ASSET00001418","ASSET00001948,ASSET00002856",timeout,68,Resolved by adjusting filters,2025-09-16 04:05:07.853910,True
INC000318,CONV00000213,Search for video content related to product launches,"ASSET00002420,ASSET00000460,ASSET00000700,ASSET00000130,ASSET00002427","ASSET00001674,ASSET00001164,ASSET00002103",embedding_mismatch,66,Resolved by adjusting ranking,2025-09-16 06:05:07.853910,False
INC000319,CONV00000592,What brand guidelines exist for social media posts,"ASSET00001301,ASSET00000903,ASSET00002842,ASSET00001679,ASSET00001137","ASSET00000528,ASSET00002579,ASSET00001178",missing_context,62,Resolved by adjusting embedding,2025-09-16 08:05:07.853910,True
INC000320,CONV00001899,Search for video content related to product launches,"ASSET00001918,ASSET00000168,ASSET00001296,ASSET00000543","ASSET00000415,ASSET00000133,ASSET00000518",incorrect_ranking,30,Resolved by adjusting ranking,2025-09-16 10:05:07.853910,True
INC000321,CONV00001425,Search for campaign assets tagged with digital,"ASSET00001731,ASSET00002694,ASSET00002713","ASSET00002977,ASSET00001859,ASSET00002469,ASSET00001262,ASSET00000936",wrong_filter,86,Resolved by adjusting embedding,2025-09-16 12:05:07.853910,True
INC000322,CONV00000789,Find all approved marketing assets for our spring campaign,"ASSET00000665,ASSET00001131,ASSET00002453,ASSET00001900,ASSET00000489","ASSET00000128,ASSET00002433,ASSET00002603",timeout,35,Resolved by adjusting ranking,2025-09-16 14:05:07.853910,True
INC000323,CONV00000350,Find high-resolution images for print materials,ASSET00001101,"ASSET00001760,ASSET00001129,ASSET00000084,ASSET00002974,ASSET00001373",poor_relevance,31,Resolved by adjusting query,2025-09-16 16:05:07.853910,False
INC000324,CONV00000294,Show me recent product images with high engagement,"ASSET00002965,ASSET00000157","ASSET00000857,ASSET00002481",incorrect_ranking,73,Resolved by adjusting query,2025-09-16 18:05:07.853910,True
INC000325,CONV00001226,What assets are pending approval for the finance team,"ASSET00001671,ASSET00000772,ASSET00002759,ASSET00001997,ASSET00001611",ASSET00000649,missing_context,35,Resolved by adjusting ranking,2025-09-16 20:05:07.853910,False
INC000326,CONV00000187,Search for campaign assets tagged with digital,"ASSET00001341,ASSET00001564,ASSET00001323,ASSET00000682","ASSET00002246,ASSET00000454,ASSET00000110,ASSET00000116,ASSET00000250",empty_results,16,Resolved by adjusting ranking,2025-09-16 22:05:07.853910,True
INC000327,CONV00001844,What brand guidelines exist for social media posts,"ASSET00000894,ASSET00000582,ASSET00000422","ASSET00000874,ASSET00001196",incorrect_ranking,16,Resolved by adjusting query,2025-09-17 00:05:07.853910,True
INC000328,CONV00002339,Show me recent product images with high engagement,"ASSET00000955,ASSET00000218,ASSET00001223,ASSET00002345,ASSET00001928","ASSET00000505,ASSET00000182",incorrect_ranking,23,Resolved by adjusting ranking,2025-09-17 02:05:07.853910,True
INC000329,CONV00000103,Find high-resolution images for print materials,"ASSET00000426,ASSET00000557,ASSET00001324","ASSET00002164,ASSET00001108,ASSET00000766,ASSET00000841,ASSET00000292",embedding_mismatch,63,Resolved by adjusting query,2025-09-17 04:05:07.853910,True
INC000330,CONV00000319,Find all approved marketing assets for our spring campaign,"ASSET00001076,ASSET00001485","ASSET00000606,ASSET00000755,ASSET00002594,ASSET00002173",poor_relevance,45,Resolved by adjusting ranking,2025-09-17 06:05:07.853910,True
INC000331,CONV00002295,What assets are pending approval for the finance team,ASSET00002452,ASSET00001098,incorrect_ranking,55,Resolved by adjusting ranking,2025-09-17 08:05:07.853910,True
INC000332,CONV00001546,Search for video content related to product launches,ASSET00002618,"ASSET00002844,ASSET00002851,ASSET00000551,ASSET00002946,ASSET00000280",incorrect_ranking,23,Resolved by adjusting embedding,2025-09-17 10:05:07.853910,False
INC000333,CONV00001571,What brand guidelines exist for social media posts,"ASSET00001615,ASSET00001273",ASSET00002733,wrong_filter,17,Resolved by adjusting ranking,2025-09-17 12:05:07.853910,True
INC000334,CONV00000251,Show me all assets created in the last week,ASSET00001084,ASSET00002997,embedding_mismatch,43,Resolved by adjusting query,2025-09-17 14:05:07.853910,True
INC000335,CONV00001283,What brand guidelines exist for social media posts,"ASSET00002170,ASSET00000228,ASSET00001759,ASSET00001851","ASSET00002938,ASSET00002735,ASSET00002952,ASSET00001623,ASSET00002726",incorrect_ranking,57,Resolved by adjusting ranking,2025-09-17 16:05:07.853910,True
INC000336,CONV00001229,Show me recent product images with high engagement,"ASSET00002981,ASSET00002110,ASSET00002011",ASSET00000241,incorrect_ranking,23,Resolved by adjusting query,2025-09-17 18:05:07.853910,False
INC000337,CONV00000424,Find high-resolution images for print materials,"ASSET00001027,ASSET00001142,ASSET00000064","ASSET00000746,ASSET00000717,ASSET00002284,ASSET00002170",wrong_filter,80,Resolved by adjusting ranking,2025-09-17 20:05:07.853910,True
INC000338,CONV00002248,What brand guidelines exist for social media posts,"ASSET00001911,ASSET00000094,ASSET00000654,ASSET00001005,ASSET00001063","ASSET00000032,ASSET00000214,ASSET00001710,ASSET00000850",incorrect_ranking,42,Resolved by adjusting ranking,2025-09-17 22:05:07.853910,True
INC000339,CONV00001525,What assets are pending approval for the finance team,"ASSET00001546,ASSET00001607,ASSET00002182","ASSET00000248,ASSET00000017,ASSET00000788",wrong_filter,22,Resolved by adjusting ranking,2025-09-18 00:05:07.853910,True
INC000340,CONV00001313,Show me all assets created in the last week,"ASSET00002795,ASSET00002458,ASSET00002228","ASSET00000876,ASSET00002914",empty_results,66,Resolved by adjusting filters,2025-09-18 02:05:07.853910,True
INC000341,CONV00001340,Search for campaign assets tagged with digital,ASSET00002830,"ASSET00001111,ASSET00001188,ASSET00000817,ASSET00001401,ASSET00001612",incorrect_ranking,89,Resolved by adjusting query,2025-09-18 04:05:07.853910,True
INC000342,CONV00001026,Search for campaign assets tagged with digital,"ASSET00000878,ASSET00000426","ASSET00002787,ASSET00000184,ASSET00001032,ASSET00002011",timeout,32,Resolved by adjusting filters,2025-09-18 06:05:07.853910,False
INC000343,CONV00000079,Show me all assets created in the last week,ASSET00001664,"ASSET00002078,ASSET00001295,ASSET00001597",embedding_mismatch,42,Resolved by adjusting embedding,2025-09-18 08:05:07.853910,False
INC000344,CONV00000073,Show approved logos in SVG format,"ASSET00000563,ASSET00000935,ASSET00000146","ASSET00000271,ASSET00000113,ASSET00000373,ASSET00001583",timeout,85,Resolved by adjusting ranking,2025-09-18 10:05:07.853910,True
INC000345,CONV00002293,Show me recent product images with high engagement,"ASSET00000199,ASSET00002333,ASSET00002870","ASSET00002516,ASSET00000438,ASSET00002895,ASSET00000181,ASSET00002285",timeout,60,Resolved by adjusting filters,2025-09-18 12:05:07.853910,True
INC000346,CONV00001117,What assets are pending approval for the finance team,"ASSET00000206,ASSET00001055,ASSET00002152,ASSET00000409","ASSET00001196,ASSET00001704,ASSET00000506,ASSET00001183",empty_results,45,Resolved by adjusting query,2025-09-18 14:05:07.853910,False
INC000347,CONV00000113,Show approved logos in SVG format,"ASSET00000484,ASSET00001733,ASSET00000584","ASSET00000409,ASSET00002322,ASSET00001289,ASSET00000246,ASSET00000554",missing_context,69,Resolved by adjusting ranking,2025-09-18 16:05:07.853910,True
INC000348,CONV00001023,Find templates used in email campaigns last month,"ASSET00001077,ASSET00001633,ASSET00001414,ASSET00002405,ASSET00001557","ASSET00002716,ASSET00001806,ASSET00000020",empty_results,84,Resolved by adjusting ranking,2025-09-18 18:05:07.853910,True
INC000349,CONV00002150,Find templates used in email campaigns last month,"ASSET00001087,ASSET00002137,ASSET00001679",ASSET00001701,timeout,86,Resolved by adjusting filters,2025-09-18 20:05:07.853910,False
INC000350,CONV00001583,Show approved logos in SVG format,"ASSET00001645,ASSET00002000,ASSET00002189,ASSET00000760,ASSET00001638","ASSET00002466,ASSET00000465,ASSET00000976,ASSET00002159",timeout,61,Resolved by adjusting filters,2025-09-18 22:05:07.853910,True
INC000351,CONV00001815,Search for video content related to product launches,"ASSET00000192,ASSET00000481,ASSET00001762,ASSET00001599","ASSET00002185,ASSET00002706,ASSET00001342",timeout,84,Resolved by adjusting query,2025-09-19 00:05:07.853910,True
INC000352,CONV00000503,Search for video content related to product launches,"ASSET00002311,ASSET00002973,ASSET00001128,ASSET00002242,ASSET00000526",ASSET00002983,poor_relevance,80,Resolved by adjusting filters,2025-09-19 02:05:07.853910,True
INC000353,CONV00001600,Find templates used in email campaigns last month,"ASSET00001497,ASSET00002716,ASSET00000601,ASSET00002367,ASSET00000325",ASSET00000127,wrong_filter,70,Resolved by adjusting ranking,2025-09-19 04:05:07.853910,False
INC000354,CONV00001750,Show approved logos in SVG format,"ASSET00002681,ASSET00002396","ASSET00001125,ASSET00001916,ASSET00002795",incorrect_ranking,81,Resolved by adjusting embedding,2025-09-19 06:05:07.853910,True
INC000355,CONV00000409,Show me all assets created in the last week,"ASSET00001829,ASSET00002186,ASSET00002203,ASSET00000767",ASSET00002411,missing_context,88,Resolved by adjusting filters,2025-09-19 08:05:07.853910,True
INC000356,CONV00001432,Show me recent product images with high engagement,"ASSET00001685,ASSET00002129,ASSET00002208,ASSET00001923,ASSET00002823","ASSET00002454,ASSET00002094,ASSET00002471",timeout,19,Resolved by adjusting filters,2025-09-19 10:05:07.853910,True
INC000357,CONV00002286,Search for campaign assets tagged with digital,"ASSET00001329,ASSET00000592,ASSET00001498,ASSET00000030","ASSET00002172,ASSET00001840,ASSET00000121,ASSET00001857",poor_relevance,82,Resolved by adjusting filters,2025-09-19 12:05:07.853910,True
INC000358,CONV00002486,Find all approved marketing assets for our spring campaign,"ASSET00001995,ASSET00002722,ASSET00001246,ASSET00002172",ASSET00001178,wrong_filter,26,Resolved by adjusting filters,2025-09-19 14:05:07.853910,False
INC000359,CONV00001838,Search for video content related to product launches,"ASSET00002677,ASSET00000619,ASSET00001129","ASSET00002126,ASSET00002800,ASSET00000080",empty_results,36,Resolved by adjusting ranking,2025-09-19 16:05:07.853910,True
INC000360,CONV00001263,What assets are pending approval for the finance team,"ASSET00000769,ASSET00002899,ASSET00001313",ASSET00002380,poor_relevance,42,Resolved by adjusting query,2025-09-19 18:05:07.853910,True
INC000361,CONV00000747,Find all approved marketing assets for our spring campaign,ASSET00001148,"ASSET00000075,ASSET00000792",missing_context,54,Resolved by adjusting filters,2025-09-19 20:05:07.853910,False
INC000362,CONV00001135,Search for video content related to product launches,"ASSET00002436,ASSET00001149,ASSET00000717,ASSET00001187",ASSET00000114,poor_relevance,15,Resolved by adjusting ranking,2025-09-19 22:05:07.853910,True
INC000363,CONV00001688,Find templates used in email campaigns last month,"ASSET00002763,ASSET00000658","ASSET00002121,ASSET00002596,ASSET00001600",missing_context,86,Resolved by adjusting filters,2025-09-20 00:05:07.853910,True
INC000364,CONV00002147,Search for video content related to product launches,"ASSET00001111,ASSET00002426","ASSET00000511,ASSET00001678,ASSET00000470,ASSET00002741,ASSET00001662",timeout,72,Resolved by adjusting embedding,2025-09-20 02:05:07.853910,True
INC000365,CONV00002221,Search for video content related to product launches,ASSET00001306,"ASSET00002620,ASSET00001892,ASSET00002063,ASSET00002599,ASSET00001629",embedding_mismatch,89,Resolved by adjusting embedding,2025-09-20 04:05:07.853910,True
INC000366,CONV00002083,Show approved logos in SVG format,"ASSET00001639,ASSET00001144,ASSET00001447,ASSET00000604,ASSET00002423","ASSET00001033,ASSET00000400",wrong_filter,46,Resolved by adjusting embedding,2025-09-20 06:05:07.853910,True
INC000367,CONV00002205,Show me all assets created in the last week,"ASSET00000851,ASSET00002671,ASSET00001100,ASSET00000947","ASSET00002714,ASSET00002433",incorrect_ranking,21,Resolved by adjusting query,2025-09-20 08:05:07.853910,True
INC000368,CONV00002145,Search for campaign assets tagged with digital,"ASSET00001256,ASSET00000187,ASSET00000929,ASSET00001836",ASSET00000740,wrong_filter,63,Resolved by adjusting query,2025-09-20 10:05:07.853910,True
INC000369,CONV00000018,Find high-resolution images for print materials,"ASSET00000703,ASSET00001149,ASSET00000751,ASSET00000718,ASSET00001895","ASSET00001495,ASSET00002891,ASSET00002379,ASSET00002464",wrong_filter,20,Resolved by adjusting embedding,2025-09-20 12:05:07.853910,True
INC000370,CONV00002160,Find templates used in email campaigns last month,"ASSET00001886,ASSET00001985,ASSET00001030,ASSET00000017,ASSET00001295","ASSET00000282,ASSET00000353",poor_relevance,78,Resolved by adjusting filters,2025-09-20 14:05:07.853910,True
INC000371,CONV00001857,What brand guidelines exist for social media posts,"ASSET00002086,ASSET00001963,ASSET00002074,ASSET00002942","ASSET00002814,ASSET00002054,ASSET00002390",poor_relevance,86,Resolved by adjusting ranking,2025-09-20 16:05:07.853910,True
INC000372,CONV00001097,Find templates used in email campaigns last month,"ASSET00002697,ASSET00001806,ASSET00002431,ASSET00002393","ASSET00001171,ASSET00001541,ASSET00002970",missing_context,64,Resolved by adjusting filters,2025-09-20 18:05:07.853910,False
INC000373,CONV00001799,Find high-resolution images for print materials,"ASSET00001201,ASSET00001994","ASSET00002912,ASSET00001840",incorrect_ranking,76,Resolved by adjusting filters,2025-09-20 20:05:07.853910,True
INC000374,CONV00000893,Search for campaign assets tagged with digital,"ASSET00002459,ASSET00002417,ASSET00002338,ASSET00000125,ASSET00001046",ASSET00002031,missing_context,72,Resolved by adjusting query,2025-09-20 22:05:07.853910,True
INC000375,CONV00002089,Show me all assets created in the last week,"ASSET00000948,ASSET00001711,ASSET00001909,ASSET00000144,ASSET00000645","ASSET00001038,ASSET00001514",empty_results,81,Resolved by adjusting filters,2025-09-21 00:05:07.853910,True
INC000376,CONV00001079,Show approved logos in SVG format,"ASSET00000773,ASSET00001020","ASSET00000646,ASSET00000108,ASSET00000066,ASSET00001489,ASSET00002415",incorrect_ranking,73,Resolved by adjusting embedding,2025-09-21 02:05:07.853910,True
INC000377,CONV00000076,Find templates used in email campaigns last month,"ASSET00001764,ASSET00001366,ASSET00002503,ASSET00002718","ASSET00002760,ASSET00002896",wrong_filter,27,Resolved by adjusting embedding,2025-09-21 04:05:07.853910,True
INC000378,CONV00002297,What brand guidelines exist for social media posts,"ASSET00001412,ASSET00002582","ASSET00002975,ASSET00002605",embedding_mismatch,74,Resolved by adjusting query,2025-09-21 06:05:07.853910,True
INC000379,CONV00001942,Show me recent product images with high engagement,"ASSET00000504,ASSET00001500,ASSET00002305,ASSET00002375,ASSET00000298","ASSET00000994,ASSET00000044,ASSET00002061",empty_results,83,Resolved by adjusting embedding,2025-09-21 08:05:07.853910,True
INC000380,CONV00001750,What brand guidelines exist for social media posts,"ASSET00002134,ASSET00002027,ASSET00000672","ASSET00000569,ASSET00000437,ASSET00001472,ASSET00001917,ASSET00000723",embedding_mismatch,47,Resolved by adjusting query,2025-09-21 10:05:07.853910,True
INC000381,CONV00001386,Show me recent product images with high engagement,ASSET00000699,"ASSET00001655,ASSET00001972",empty_results,59,Resolved by adjusting query,2025-09-21 12:05:07.853910,True
INC000382,CONV00001014,Search for campaign assets tagged with digital,"ASSET00001147,ASSET00002198,ASSET00001635,ASSET00002390,ASSET00001983","ASSET00000844,ASSET00001628,ASSET00000295,ASSET00001560,ASSET00002345",embedding_mismatch,48,Resolved by adjusting query,2025-09-21 14:05:07.853910,False
INC000383,CONV00000469,Search for campaign assets tagged with digital,ASSET00000534,"ASSET00001061,ASSET00001619",poor_relevance,79,Resolved by adjusting filters,2025-09-21 16:05:07.853910,True
