asset_id,asset_name,asset_description,asset_type,brand_name,customer_account_id,tags,file_format,created_date,last_modified,usage_count,approval_status,content_category
ASSET00000534,Product Demo 534,Professional product photography showcasing key features and benefits,template,Brand Gamma,CUST000168,campaign,psd,2025-10-09 04:15:19.853910,2025-10-15 20:45:41.853910,7,approved,campaign
ASSET00000535,Marketing Template 535,Engaging social media content designed for maximum audience engagement,video,Brand Alpha,CUST000092,"social,brand,marketing",ai,2025-10-15 06:08:46.853910,2025-10-16 02:03:14.853910,355,approved,internal
ASSET00000536,Product Shot 536,Event promotional poster with compelling visuals and clear call-to-action,video,Brand Gamma,CUST000153,"marketing,product,digital",png,2025-09-28 16:06:08.853910,2025-09-05 16:10:40.853910,496,pending,marketing
ASSET00000537,Brand Logo 537,Customizable marketing template with brand colors and typography,image,Brand Delta,CUST000123,"marketing,social,campaign",ai,2025-08-01 06:04:19.853910,2025-09-27 02:14:24.853910,367,approved,brand_guidelines
ASSET00000538,Video Ad 538,Professional product photography showcasing key features and benefits,audio,Brand Alpha,CUST000168,"brand,digital",svg,2025-07-16 12:01:30.853910,2025-11-08 22:32:48.853910,400,approved,brand_guidelines
ASSET00000539,Video Ad 539,Customizable marketing template with brand colors and typography,template,Brand Gamma,CUST000125,marketing,mp4,2025-09-27 16:48:42.853910,2025-07-20 09:13:55.853910,489,pending,brand_guidelines
ASSET00000540,Marketing Template 540,High-resolution brand logo for digital and print use with transparent background,image,Brand Alpha,CUST000067,social,png,2025-08-08 07:16:07.853910,2025-11-07 19:42:47.853910,207,approved,social
ASSET00000541,Event Poster 541,Professional product photography showcasing key features and benefits,image,Brand Beta,CUST000136,"digital,social",mp4,2025-11-04 09:02:53.853910,2025-07-26 18:03:55.853910,434,draft,brand_guidelines
ASSET00000542,Event Poster 542,Professional product photography showcasing key features and benefits,image,Brand Omega,CUST000065,"marketing,social,product",mp4,2025-09-19 12:05:39.853910,2025-11-09 04:25:31.853910,194,approved,social
ASSET00000543,Campaign Banner 543,Email header design optimized for various email clients and devices,document,Brand Beta,CUST000124,"marketing,brand,digital",psd,2025-08-14 23:59:26.853910,2025-10-17 19:20:54.853910,162,draft,marketing
ASSET00000544,Social Post 544,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Gamma,CUST000073,marketing,svg,2025-09-17 13:32:33.853910,2025-08-09 05:01:54.853910,251,pending,marketing
ASSET00000545,Product Demo 545,Email header design optimized for various email clients and devices,image,Brand Gamma,CUST000086,digital,png,2025-10-14 10:56:47.853910,2025-10-26 04:49:28.853910,388,approved,marketing
ASSET00000546,Brand Guidelines 546,Engaging social media content designed for maximum audience engagement,logo,Brand Alpha,CUST000057,"marketing,digital,product",mp4,2025-08-10 09:01:10.853910,2025-10-03 01:37:04.853910,348,pending,campaign
ASSET00000547,Product Shot 547,Event promotional poster with compelling visuals and clear call-to-action,video,Brand Omega,CUST000145,product,psd,2025-09-25 12:31:15.853910,2025-10-07 15:05:03.853910,26,approved,campaign
ASSET00000548,Video Ad 548,Customizable marketing template with brand colors and typography,audio,Brand Gamma,CUST000138,digital,psd,2025-10-08 13:14:17.853910,2025-10-12 12:27:02.853910,390,approved,brand_guidelines
ASSET00000549,Marketing Template 549,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Alpha,CUST000165,"digital,campaign,brand",png,2025-08-06 09:29:57.853910,2025-10-16 21:58:07.853910,399,approved,internal
ASSET00000550,Campaign Banner 550,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Gamma,CUST000098,"marketing,campaign,digital",psd,2025-07-26 18:06:42.853910,2025-09-03 11:10:43.853910,38,approved,brand_guidelines
ASSET00000551,Brand Guidelines 551,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Delta,CUST000080,brand,mp4,2025-11-01 21:08:54.853910,2025-09-03 16:27:16.853910,19,rejected,social
ASSET00000552,Social Post 552,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Beta,CUST000090,digital,jpg,2025-08-18 11:38:39.853910,2025-11-08 00:44:43.853910,350,draft,marketing
ASSET00000553,Product Demo 553,Professional product photography showcasing key features and benefits,audio,Brand Delta,CUST000153,"campaign,digital",jpg,2025-09-24 11:46:52.853910,2025-10-09 17:20:32.853910,314,pending,product
ASSET00000554,Marketing Template 554,Comprehensive product demonstration video with detailed feature walkthrough,video,Brand Omega,CUST000118,"social,marketing,brand",mp4,2025-10-10 00:28:37.853910,2025-08-01 17:42:57.853910,423,approved,internal
ASSET00000555,Video Ad 555,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Beta,CUST000136,"social,campaign",pdf,2025-08-08 08:30:43.853910,2025-09-18 18:17:17.853910,290,approved,social
ASSET00000556,Marketing Template 556,Comprehensive product demonstration video with detailed feature walkthrough,document,Brand Gamma,CUST000130,"digital,product,campaign",svg,2025-07-20 00:51:12.853910,2025-08-03 10:25:18.853910,5,draft,campaign
ASSET00000557,Brand Guidelines 557,High-resolution brand logo for digital and print use with transparent background,document,Brand Omega,CUST000009,"product,digital",mp3,2025-09-15 00:17:59.853910,2025-10-03 00:06:33.853910,22,draft,campaign
ASSET00000558,Email Header 558,"Complete brand identity guidelines including logos, colors, and usage rules",video,Brand Gamma,CUST000067,"marketing,product,social",png,2025-10-21 23:41:15.853910,2025-07-24 21:07:22.853910,91,approved,campaign
ASSET00000559,Product Demo 559,Engaging social media content designed for maximum audience engagement,logo,Brand Delta,CUST000077,campaign,png,2025-07-18 22:05:55.853910,2025-09-25 10:17:30.853910,51,approved,brand_guidelines
ASSET00000560,Product Shot 560,Customizable marketing template with brand colors and typography,image,Brand Beta,CUST000132,"social,marketing",jpg,2025-10-17 17:18:11.853910,2025-09-12 11:20:24.853910,258,approved,marketing
ASSET00000561,Event Poster 561,Engaging social media content designed for maximum audience engagement,audio,Brand Omega,CUST000002,marketing,ai,2025-08-15 01:25:29.853910,2025-10-13 17:10:23.853910,101,approved,product
ASSET00000562,Marketing Template 562,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Omega,CUST000148,"marketing,digital",mp3,2025-11-04 11:35:12.853910,2025-10-17 10:15:38.853910,81,pending,marketing
ASSET00000563,Event Poster 563,Comprehensive product demonstration video with detailed feature walkthrough,template,Brand Alpha,CUST000018,marketing,jpg,2025-10-14 01:10:46.853910,2025-10-27 18:12:49.853910,445,pending,marketing
ASSET00000564,Product Shot 564,Comprehensive product demonstration video with detailed feature walkthrough,image,Brand Gamma,CUST000190,"brand,product",svg,2025-07-25 11:12:17.853910,2025-10-14 05:01:54.853910,348,approved,internal
ASSET00000565,Event Poster 565,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Omega,CUST000149,marketing,svg,2025-10-18 05:18:41.853910,2025-08-05 16:42:22.853910,138,pending,internal
ASSET00000566,Marketing Template 566,Comprehensive product demonstration video with detailed feature walkthrough,document,Brand Gamma,CUST000194,"social,digital,marketing",mp3,2025-09-19 00:42:54.853910,2025-10-20 04:01:11.853910,71,approved,product
ASSET00000567,Product Shot 567,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Omega,CUST000116,marketing,ai,2025-10-28 11:25:55.853910,2025-10-05 16:26:04.853910,282,draft,marketing
ASSET00000568,Brand Guidelines 568,Event promotional poster with compelling visuals and clear call-to-action,template,Brand Gamma,CUST000050,"marketing,product",pdf,2025-10-25 08:03:07.853910,2025-10-20 13:31:54.853910,106,rejected,social
ASSET00000569,Marketing Template 569,Dynamic video advertisement highlighting product value proposition,video,Brand Gamma,CUST000075,"product,digital",mp4,2025-11-11 23:45:15.853910,2025-10-05 16:26:12.853910,24,rejected,campaign
ASSET00000570,Brand Logo 570,Email header design optimized for various email clients and devices,audio,Brand Alpha,CUST000163,"marketing,product",jpg,2025-09-17 10:33:15.853910,2025-09-09 02:56:08.853910,413,approved,marketing
ASSET00000571,Email Header 571,"Complete brand identity guidelines including logos, colors, and usage rules",audio,Brand Beta,CUST000084,"brand,social",svg,2025-10-19 06:51:42.853910,2025-09-28 06:24:06.853910,393,approved,campaign
ASSET00000572,Video Ad 572,Email header design optimized for various email clients and devices,logo,Brand Delta,CUST000058,social,svg,2025-10-10 15:34:06.853910,2025-10-05 04:26:07.853910,179,pending,product
ASSET00000573,Email Header 573,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Delta,CUST000191,"social,product",mp4,2025-10-26 13:57:15.853910,2025-10-11 22:27:54.853910,403,approved,marketing
ASSET00000574,Email Header 574,High-resolution brand logo for digital and print use with transparent background,template,Brand Beta,CUST000074,"marketing,social",mp3,2025-09-05 05:29:19.853910,2025-08-24 17:21:50.853910,201,approved,campaign
ASSET00000575,Video Ad 575,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Delta,CUST000089,"marketing,social,product",pdf,2025-10-08 15:13:44.853910,2025-08-11 12:18:15.853910,375,approved,brand_guidelines
ASSET00000576,Product Demo 576,Email header design optimized for various email clients and devices,logo,Brand Beta,CUST000015,"campaign,marketing,brand",png,2025-10-04 10:41:14.853910,2025-10-21 17:46:23.853910,115,draft,internal
ASSET00000577,Product Shot 577,"Complete brand identity guidelines including logos, colors, and usage rules",logo,Brand Delta,CUST000140,"marketing,product,campaign",svg,2025-08-05 13:33:14.853910,2025-10-11 21:25:57.853910,440,approved,brand_guidelines
ASSET00000578,Brand Guidelines 578,Email header design optimized for various email clients and devices,audio,Brand Beta,CUST000179,"digital,campaign,social",svg,2025-10-07 05:48:59.853910,2025-10-24 00:58:42.853910,378,pending,internal
ASSET00000579,Video Ad 579,Engaging social media content designed for maximum audience engagement,image,Brand Delta,CUST000064,"digital,campaign",jpg,2025-10-30 04:52:21.853910,2025-07-26 00:30:52.853910,265,approved,marketing
ASSET00000580,Product Demo 580,Eye-catching campaign banner optimized for web and mobile platforms,logo,Brand Omega,CUST000167,"social,campaign",psd,2025-07-31 09:43:33.853910,2025-10-20 00:37:00.853910,266,pending,internal
ASSET00000581,Product Shot 581,High-resolution brand logo for digital and print use with transparent background,logo,Brand Delta,CUST000005,"social,brand",ai,2025-07-24 19:54:30.853910,2025-08-29 13:39:16.853910,409,approved,social
ASSET00000582,Marketing Template 582,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Beta,CUST000101,brand,ai,2025-07-26 14:20:02.853910,2025-08-12 01:45:50.853910,413,approved,brand_guidelines
ASSET00000583,Product Demo 583,Eye-catching campaign banner optimized for web and mobile platforms,video,Brand Alpha,CUST000084,"campaign,social",mp4,2025-09-15 18:05:05.853910,2025-08-02 03:03:45.853910,68,draft,internal
ASSET00000584,Campaign Banner 584,Eye-catching campaign banner optimized for web and mobile platforms,video,Brand Alpha,CUST000148,marketing,svg,2025-09-04 09:26:13.853910,2025-11-11 22:51:41.853910,24,draft,campaign
ASSET00000585,Event Poster 585,Dynamic video advertisement highlighting product value proposition,template,Brand Delta,CUST000104,digital,psd,2025-07-28 15:55:45.853910,2025-10-14 13:06:36.853910,409,draft,brand_guidelines
ASSET00000586,Social Post 586,High-resolution brand logo for digital and print use with transparent background,image,Brand Alpha,CUST000009,digital,pdf,2025-08-06 18:59:10.853910,2025-10-25 06:11:08.853910,374,approved,campaign
ASSET00000587,Brand Guidelines 587,Professional product photography showcasing key features and benefits,audio,Brand Alpha,CUST000117,"campaign,marketing",png,2025-09-11 07:21:30.853910,2025-10-16 01:13:17.853910,314,approved,marketing
ASSET00000588,Campaign Banner 588,Engaging social media content designed for maximum audience engagement,video,Brand Beta,CUST000053,"product,marketing,social",png,2025-08-22 16:17:31.853910,2025-10-19 19:45:35.853910,138,approved,campaign
ASSET00000589,Video Ad 589,High-resolution brand logo for digital and print use with transparent background,video,Brand Alpha,CUST000165,social,mp3,2025-09-16 05:15:54.853910,2025-09-12 21:59:14.853910,212,approved,campaign
ASSET00000590,Email Header 590,Customizable marketing template with brand colors and typography,audio,Brand Beta,CUST000061,"brand,social,campaign",jpg,2025-10-22 18:36:16.853910,2025-09-07 04:24:42.853910,316,rejected,internal
ASSET00000591,Campaign Banner 591,Email header design optimized for various email clients and devices,document,Brand Delta,CUST000081,"campaign,social",pdf,2025-10-10 20:56:19.853910,2025-10-12 14:34:12.853910,469,approved,campaign
ASSET00000592,Event Poster 592,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Beta,CUST000103,"social,digital,marketing",ai,2025-09-19 20:09:45.853910,2025-10-29 13:48:22.853910,480,approved,marketing
ASSET00000593,Brand Logo 593,Email header design optimized for various email clients and devices,logo,Brand Beta,CUST000186,"digital,marketing",svg,2025-09-06 13:51:37.853910,2025-07-22 15:59:54.853910,114,draft,marketing
ASSET00000594,Email Header 594,Engaging social media content designed for maximum audience engagement,document,Brand Alpha,CUST000140,social,jpg,2025-10-22 11:51:50.853910,2025-09-15 12:30:24.853910,415,approved,marketing
ASSET00000595,Campaign Banner 595,Comprehensive product demonstration video with detailed feature walkthrough,image,Brand Omega,CUST000104,"marketing,brand",mp3,2025-10-26 18:36:10.853910,2025-08-19 22:43:52.853910,459,approved,marketing
ASSET00000596,Marketing Template 596,High-resolution brand logo for digital and print use with transparent background,image,Brand Delta,CUST000158,"product,campaign",jpg,2025-11-02 18:38:45.853910,2025-08-21 15:37:38.853910,106,approved,marketing
ASSET00000597,Brand Logo 597,"Complete brand identity guidelines including logos, colors, and usage rules",image,Brand Omega,CUST000104,"digital,brand",mp3,2025-11-05 07:27:14.853910,2025-10-06 00:45:26.853910,38,approved,brand_guidelines
ASSET00000598,Event Poster 598,Eye-catching campaign banner optimized for web and mobile platforms,template,Brand Gamma,CUST000173,"brand,digital,campaign",psd,2025-07-31 13:36:41.853910,2025-08-12 07:50:32.853910,173,approved,campaign
ASSET00000599,Brand Logo 599,Event promotional poster with compelling visuals and clear call-to-action,template,Brand Delta,CUST000122,"brand,campaign,social",pdf,2025-10-04 22:22:13.853910,2025-08-18 11:45:49.853910,493,approved,internal
ASSET00000600,Event Poster 600,Customizable marketing template with brand colors and typography,video,Brand Beta,CUST000023,"digital,campaign",jpg,2025-10-23 10:45:06.853910,2025-09-19 12:12:25.853910,392,pending,campaign
ASSET00000601,Event Poster 601,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Beta,CUST000129,"digital,brand",pdf,2025-10-09 19:03:59.853910,2025-07-15 04:18:58.853910,146,approved,social
ASSET00000602,Email Header 602,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Delta,CUST000188,"brand,marketing,social",psd,2025-08-17 18:55:18.853910,2025-10-28 13:31:34.853910,264,approved,campaign
ASSET00000603,Brand Logo 603,Event promotional poster with compelling visuals and clear call-to-action,video,Brand Beta,CUST000168,"digital,product,marketing",mp3,2025-07-29 06:40:43.853910,2025-10-14 04:10:51.853910,28,pending,marketing
ASSET00000604,Brand Guidelines 604,Event promotional poster with compelling visuals and clear call-to-action,image,Brand Omega,CUST000011,"marketing,product,social",mp4,2025-09-20 10:29:37.853910,2025-07-30 22:04:42.853910,15,rejected,brand_guidelines
ASSET00000605,Video Ad 605,Email header design optimized for various email clients and devices,logo,Brand Alpha,CUST000169,"marketing,product",mp4,2025-09-13 06:45:44.853910,2025-10-16 00:34:50.853910,253,approved,product
ASSET00000606,Video Ad 606,Professional product photography showcasing key features and benefits,audio,Brand Gamma,CUST000150,"marketing,campaign,social",png,2025-10-16 20:21:49.853910,2025-10-30 17:04:43.853910,489,approved,marketing
ASSET00000607,Social Post 607,Email header design optimized for various email clients and devices,template,Brand Omega,CUST000159,"marketing,social,brand",ai,2025-07-24 13:24:43.853910,2025-09-12 06:20:49.853910,166,approved,product
ASSET00000608,Email Header 608,Comprehensive product demonstration video with detailed feature walkthrough,video,Brand Gamma,CUST000086,"brand,marketing",psd,2025-09-17 21:43:10.853910,2025-10-02 07:29:10.853910,375,rejected,social
ASSET00000609,Email Header 609,Professional product photography showcasing key features and benefits,audio,Brand Delta,CUST000137,"digital,brand,product",psd,2025-07-25 22:47:16.853910,2025-10-22 13:14:38.853910,389,pending,social
ASSET00000610,Email Header 610,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Alpha,CUST000124,social,png,2025-08-17 03:24:44.853910,2025-09-26 05:44:31.853910,69,approved,social
ASSET00000611,Video Ad 611,Customizable marketing template with brand colors and typography,document,Brand Omega,CUST000005,digital,mp4,2025-07-19 19:59:40.853910,2025-10-23 03:49:59.853910,181,approved,campaign
ASSET00000612,Marketing Template 612,Comprehensive product demonstration video with detailed feature walkthrough,video,Brand Omega,CUST000001,"product,brand",pdf,2025-07-29 01:06:09.853910,2025-07-22 05:03:35.853910,319,approved,internal
ASSET00000613,Campaign Banner 613,Email header design optimized for various email clients and devices,document,Brand Omega,CUST000099,"campaign,product,brand",ai,2025-10-22 01:02:38.853910,2025-08-28 04:04:19.853910,317,pending,campaign
ASSET00000614,Event Poster 614,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Delta,CUST000017,campaign,png,2025-08-18 08:42:32.853910,2025-08-10 20:21:14.853910,168,pending,campaign
ASSET00000615,Product Shot 615,Engaging social media content designed for maximum audience engagement,logo,Brand Gamma,CUST000018,"brand,digital",mp3,2025-09-24 17:57:26.853910,2025-07-28 14:09:17.853910,403,approved,campaign
ASSET00000616,Event Poster 616,Engaging social media content designed for maximum audience engagement,document,Brand Gamma,CUST000085,"campaign,brand",pdf,2025-07-16 20:37:42.853910,2025-09-13 21:29:21.853910,170,approved,social
ASSET00000617,Campaign Banner 617,Professional product photography showcasing key features and benefits,template,Brand Alpha,CUST000147,brand,pdf,2025-08-02 01:47:54.853910,2025-08-10 23:48:35.853910,184,approved,social
ASSET00000618,Video Ad 618,Event promotional poster with compelling visuals and clear call-to-action,logo,Brand Alpha,CUST000143,brand,mp3,2025-09-20 21:24:23.853910,2025-09-26 10:39:11.853910,359,approved,social
ASSET00000619,Product Demo 619,Event promotional poster with compelling visuals and clear call-to-action,template,Brand Delta,CUST000014,"campaign,social",png,2025-08-18 00:37:30.853910,2025-09-26 18:47:56.853910,410,approved,campaign
ASSET00000620,Product Demo 620,"Complete brand identity guidelines including logos, colors, and usage rules",logo,Brand Gamma,CUST000111,"brand,campaign",psd,2025-08-14 12:19:40.853910,2025-08-28 01:51:59.853910,305,approved,campaign
ASSET00000621,Brand Logo 621,High-resolution brand logo for digital and print use with transparent background,video,Brand Beta,CUST000095,"campaign,product,social",mp3,2025-10-21 17:36:31.853910,2025-09-12 06:57:35.853910,244,approved,product
ASSET00000622,Social Post 622,Email header design optimized for various email clients and devices,video,Brand Gamma,CUST000066,"campaign,digital,marketing",mp3,2025-10-17 18:57:24.853910,2025-07-21 17:43:29.853910,142,rejected,brand_guidelines
ASSET00000623,Social Post 623,Dynamic video advertisement highlighting product value proposition,document,Brand Beta,CUST000181,"digital,product,social",psd,2025-09-26 23:29:05.853910,2025-11-05 20:59:24.853910,102,approved,marketing
ASSET00000624,Product Demo 624,Engaging social media content designed for maximum audience engagement,video,Brand Beta,CUST000140,social,jpg,2025-08-26 10:23:18.853910,2025-08-12 21:08:39.853910,172,approved,marketing
ASSET00000625,Product Demo 625,Email header design optimized for various email clients and devices,video,Brand Gamma,CUST000032,"marketing,campaign,brand",jpg,2025-08-30 07:10:03.853910,2025-09-04 00:31:24.853910,41,approved,internal
ASSET00000626,Email Header 626,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Delta,CUST000050,"product,marketing,campaign",pdf,2025-10-24 09:30:57.853910,2025-10-16 02:54:41.853910,401,approved,brand_guidelines
ASSET00000627,Social Post 627,Eye-catching campaign banner optimized for web and mobile platforms,logo,Brand Omega,CUST000178,digital,ai,2025-08-11 10:42:19.853910,2025-08-10 11:35:25.853910,4,approved,product
ASSET00000628,Campaign Banner 628,Professional product photography showcasing key features and benefits,video,Brand Omega,CUST000065,"marketing,social,brand",mp3,2025-10-18 18:14:40.853910,2025-09-27 13:33:18.853910,33,pending,product
ASSET00000629,Product Shot 629,Professional product photography showcasing key features and benefits,video,Brand Omega,CUST000180,"campaign,social",mp3,2025-07-27 12:51:43.853910,2025-07-26 15:32:46.853910,159,approved,internal
ASSET00000630,Video Ad 630,Email header design optimized for various email clients and devices,image,Brand Omega,CUST000159,"marketing,digital,brand",svg,2025-08-03 09:57:58.853910,2025-09-14 16:52:09.853910,342,approved,marketing
ASSET00000631,Video Ad 631,Email header design optimized for various email clients and devices,image,Brand Alpha,CUST000080,product,jpg,2025-09-29 07:50:09.853910,2025-10-03 13:25:38.853910,456,approved,internal
ASSET00000632,Social Post 632,Engaging social media content designed for maximum audience engagement,document,Brand Delta,CUST000032,"campaign,product",jpg,2025-10-09 18:39:34.853910,2025-11-03 01:05:23.853910,60,approved,marketing
ASSET00000633,Email Header 633,Event promotional poster with compelling visuals and clear call-to-action,audio,Brand Gamma,CUST000113,campaign,ai,2025-10-18 01:09:15.853910,2025-11-09 16:32:07.853910,256,approved,marketing
ASSET00000634,Brand Logo 634,Professional product photography showcasing key features and benefits,video,Brand Delta,CUST000195,"brand,social",pdf,2025-09-12 20:47:32.853910,2025-08-18 05:51:34.853910,310,rejected,brand_guidelines
ASSET00000635,Email Header 635,Event promotional poster with compelling visuals and clear call-to-action,audio,Brand Gamma,CUST000176,"campaign,brand,marketing",jpg,2025-08-23 14:30:10.853910,2025-07-22 00:06:08.853910,384,approved,brand_guidelines
ASSET00000636,Email Header 636,Customizable marketing template with brand colors and typography,audio,Brand Omega,CUST000137,"marketing,brand,campaign",pdf,2025-09-16 17:50:29.853910,2025-08-23 22:19:38.853910,110,approved,internal
ASSET00000637,Marketing Template 637,High-resolution brand logo for digital and print use with transparent background,logo,Brand Delta,CUST000009,"product,social",png,2025-11-11 21:55:30.853910,2025-10-29 05:42:33.853910,381,pending,product
ASSET00000638,Event Poster 638,Event promotional poster with compelling visuals and clear call-to-action,document,Brand Alpha,CUST000090,digital,mp4,2025-10-14 05:39:18.853910,2025-09-12 09:47:54.853910,381,pending,product
ASSET00000639,Product Shot 639,Professional product photography showcasing key features and benefits,template,Brand Alpha,CUST000090,"social,marketing,brand",ai,2025-09-07 07:56:30.853910,2025-10-15 05:40:19.853910,342,approved,product
ASSET00000640,Event Poster 640,Email header design optimized for various email clients and devices,audio,Brand Beta,CUST000149,product,svg,2025-08-11 17:10:21.853910,2025-09-27 21:30:34.853910,114,approved,social
ASSET00000641,Social Post 641,"Complete brand identity guidelines including logos, colors, and usage rules",document,Brand Alpha,CUST000025,"digital,product",mp4,2025-08-24 14:41:19.853910,2025-09-08 07:56:19.853910,422,approved,internal
ASSET00000642,Brand Guidelines 642,Professional product photography showcasing key features and benefits,document,Brand Alpha,CUST000015,"social,digital,marketing",png,2025-11-03 09:55:30.853910,2025-08-28 00:28:45.853910,482,draft,brand_guidelines
ASSET00000643,Event Poster 643,Dynamic video advertisement highlighting product value proposition,logo,Brand Omega,CUST000174,"marketing,social,campaign",pdf,2025-08-12 03:57:29.853910,2025-08-01 07:23:12.853910,81,approved,internal
ASSET00000644,Product Demo 644,Professional product photography showcasing key features and benefits,template,Brand Alpha,CUST000140,"brand,social,digital",mp4,2025-08-10 21:09:14.853910,2025-08-17 00:21:47.853910,313,approved,campaign
ASSET00000645,Event Poster 645,Email header design optimized for various email clients and devices,video,Brand Delta,CUST000007,marketing,jpg,2025-08-19 14:01:26.853910,2025-08-26 12:44:03.853910,51,rejected,internal
ASSET00000646,Social Post 646,Comprehensive product demonstration video with detailed feature walkthrough,document,Brand Delta,CUST000145,brand,ai,2025-08-12 01:16:19.853910,2025-10-19 20:10:57.853910,434,approved,internal
ASSET00000647,Social Post 647,Comprehensive product demonstration video with detailed feature walkthrough,audio,Brand Delta,CUST000172,digital,pdf,2025-08-30 02:51:46.853910,2025-11-02 10:03:07.853910,235,approved,social
ASSET00000648,Campaign Banner 648,Engaging social media content designed for maximum audience engagement,logo,Brand Beta,CUST000025,brand,svg,2025-09-05 19:03:31.853910,2025-09-25 04:20:05.853910,238,draft,internal
ASSET00000649,Video Ad 649,Eye-catching campaign banner optimized for web and mobile platforms,image,Brand Alpha,CUST000036,"campaign,marketing,social",svg,2025-08-29 10:09:27.853910,2025-08-25 06:36:42.853910,423,approved,social
ASSET00000650,Video Ad 650,Dynamic video advertisement highlighting product value proposition,video,Brand Beta,CUST000168,"product,brand",ai,2025-07-26 03:33:19.853910,2025-11-08 04:13:47.853910,156,approved,product
ASSET00000651,Campaign Banner 651,Engaging social media content designed for maximum audience engagement,audio,Brand Omega,CUST000194,"digital,product,marketing",pdf,2025-09-07 07:33:32.853910,2025-07-26 10:33:46.853910,15,approved,social
ASSET00000652,Video Ad 652,Customizable marketing template with brand colors and typography,logo,Brand Beta,CUST000186,"product,brand",svg,2025-11-11 12:54:10.853910,2025-08-26 13:57:35.853910,224,approved,internal
ASSET00000653,Brand Logo 653,Email header design optimized for various email clients and devices,template,Brand Gamma,CUST000074,brand,svg,2025-09-28 04:58:56.853910,2025-08-03 06:31:07.853910,295,approved,product
ASSET00000654,Event Poster 654,Email header design optimized for various email clients and devices,image,Brand Delta,CUST000054,"social,campaign,marketing",mp3,2025-10-07 00:39:51.853910,2025-07-21 01:10:20.853910,438,approved,marketing
ASSET00000655,Campaign Banner 655,Eye-catching campaign banner optimized for web and mobile platforms,audio,Brand Alpha,CUST000122,"digital,campaign,social",ai,2025-10-25 12:28:23.853910,2025-08-01 21:36:09.853910,446,approved,internal
ASSET00000656,Marketing Template 656,Dynamic video advertisement highlighting product value proposition,audio,Brand Beta,CUST000073,"product,brand,social",psd,2025-10-14 05:39:45.853910,2025-09-23 13:08:32.853910,341,approved,product
ASSET00000657,Video Ad 657,High-resolution brand logo for digital and print use with transparent background,logo,Brand Alpha,CUST000060,digital,png,2025-08-03 07:55:54.853910,2025-09-17 12:11:33.853910,424,approved,social
ASSET00000658,Product Shot 658,Email header design optimized for various email clients and devices,document,Brand Gamma,CUST000163,"digital,marketing,social",jpg,2025-09-28 12:31:53.853910,2025-08-25 11:03:30.853910,381,approved,campaign
ASSET00000659,Campaign Banner 659,High-resolution brand logo for digital and print use with transparent background,document,Brand Alpha,CUST000127,social,mp3,2025-10-05 16:11:47.853910,2025-07-30 02:22:38.853910,357,approved,internal
ASSET00000660,Product Demo 660,High-resolution brand logo for digital and print use with transparent background,video,Brand Omega,CUST000047,"digital,brand,campaign",psd,2025-08-31 15:01:32.853910,2025-07-22 23:04:23.853910,440,approved,social
ASSET00000661,Event Poster 661,Event promotional poster with compelling visuals and clear call-to-action,template,Brand Beta,CUST000160,"marketing,digital,campaign",psd,2025-07-26 18:47:46.853910,2025-09-12 01:23:40.853910,120,rejected,brand_guidelines
ASSET00000662,Product Shot 662,High-resolution brand logo for digital and print use with transparent background,audio,Brand Omega,CUST000102,brand,jpg,2025-11-04 07:09:50.853910,2025-07-25 20:30:00.853910,183,approved,brand_guidelines
ASSET00000663,Email Header 663,Comprehensive product demonstration video with detailed feature walkthrough,logo,Brand Gamma,CUST000132,product,jpg,2025-09-03 09:39:09.853910,2025-07-31 18:59:23.853910,360,approved,campaign
ASSET00000664,Product Demo 664,Eye-catching campaign banner optimized for web and mobile platforms,audio,Brand Alpha,CUST000139,"digital,brand",psd,2025-08-07 14:29:10.853910,2025-10-18 10:35:11.853910,51,approved,internal
ASSET00000665,Product Demo 665,Engaging social media content designed for maximum audience engagement,template,Brand Omega,CUST000075,"brand,social",svg,2025-10-11 05:16:49.853910,2025-08-20 01:35:39.853910,91,approved,campaign
ASSET00000666,Event Poster 666,Email header design optimized for various email clients and devices,audio,Brand Alpha,CUST000075,"campaign,social,digital",jpg,2025-10-27 12:05:54.853910,2025-08-22 18:47:20.853910,50,approved,marketing
ASSET00000667,Brand Guidelines 667,Email header design optimized for various email clients and devices,template,Brand Omega,CUST000093,"marketing,campaign,digital",pdf,2025-09-09 18:12:18.853910,2025-10-04 21:39:57.853910,238,pending,brand_guidelines
